月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,つくばユナイテッドSunGAIA,6,,瀧澤陽紀,23,6,6,6,3,2,90,31,6,34.4,27.8,1.3,7,5,1,71.4,2,0.1,78,2,13,14,2.9,148,68,45,61.1
12,つくばユナイテッドSunGAIA,6,,瀧澤陽紀,17,5,5,5,2,0,66,29,4,43.9,37.9,1.7,3,3,0,100.0,6,0.4,64,1,4,20,7.8,109,48,25,55.5
01,つくばユナイテッドSunGAIA,6,,瀧澤陽紀,11,3,3,3,0,0,35,12,3,34.3,25.7,1.1,5,2,0,40.0,3,0.3,29,2,3,8,11.2,66,22,17,46.2
02,つくばユナイテッドSunGAIA,6,,瀧澤陽紀,16,4,4,4,2,1,75,34,6,45.3,37.3,2.1,10,3,1,30.0,3,0.2,48,4,12,10,7.3,98,39,28,54.1
