月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,つくばユナイテッドSunGAIA,2,,浜崎勇矢,18,6,5,4,2,1,15,8,1,53.3,46.7,0.4,0,0,0,,1,0.1,58,3,6,9,6.5,1,0,0,0.0
12,つくばユナイテッドSunGAIA,2,,浜崎勇矢,17,5,5,4,2,0,7,5,0,71.4,71.4,0.3,1,0,0,0.0,2,0.1,51,2,1,10,8.3,1,0,0,0.0
01,つくばユナイテッドSunGAIA,2,,浜崎勇矢,12,4,4,2,1,1,4,1,1,25.0,0.0,0.1,0,0,0,,1,0.1,34,1,4,5,3.7,0,0,0,
02,つくばユナイテッドSunGAIA,2,,浜崎勇矢,15,1,1,2,2,1,6,4,0,66.7,66.7,0.3,1,0,0,0.0,0,0.0,41,2,4,12,9.8,1,0,0,0.0
