大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,奈良ドリーマーズ,15,63,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,321,151,101,62.8,0,0,0,0
レギュラーラウンド,奈良ドリーマーズ,15,63,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,321,151,101,62.8,0,0,0,0
Ｖ・チャレンジリーグⅡ男子 2017/18,奈良ドリーマーズ,15,59,309,106,34,34.3,8,1,1,12.5,1.80,12,0.20,200,7,3,51,46,4.4,275,128,77,60.5,106,12,10,128
レギュラーラウンド,奈良ドリーマーズ,15,59,309,106,34,34.3,8,1,1,12.5,1.80,12,0.20,200,7,3,51,46,4.4,275,128,77,60.5,106,12,10,128
Ｖ・チャレンジリーグⅡ男子 2016/17,奈良ドリーマーズ,13,47,154,44,24,28.6,0,0,0,-,0.94,6,0.13,134,3,3,12,62,15.6,295,222,0,75.3,44,6,6,56
レギュラーラウンド,奈良ドリーマーズ,13,47,154,44,24,28.6,0,0,0,-,0.94,6,0.13,134,3,3,12,62,15.6,295,222,0,75.3,44,6,6,56
レギュラーシーズン通算,,43,169,463,150,58,32.4,8,1,1,12.5,0.89,18,0.11,334,10,6,63,108,8.2,891,501,178,66.2,150,18,16,184
通算,,43,169,463,150,58,32.4,8,1,1,12.5,0.89,18,0.11,334,10,6,63,108,8.2,891,501,178,66.2,150,18,16,184
