大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,奈良ドリーマーズ,15,51,155,63,9,40.6,0,0,0,-,1.24,27,0.53,152,1,1,5,24,4.4,2,1,0,50.0,63,27,2,92
レギュラーラウンド,奈良ドリーマーズ,15,51,155,63,9,40.6,0,0,0,-,1.24,27,0.53,152,1,1,5,24,4.4,2,1,0,50.0,63,27,2,92
V.LEAGUE DIVISION3 MEN 2018-19,奈良ドリーマーズ,20,56,122,57,8,46.7,2,0,0,0.0,1.02,20,0.36,158,1,1,10,26,3.8,4,2,1,62.5,57,20,2,79
レギュラーラウンド,奈良ドリーマーズ,20,56,122,57,8,46.7,2,0,0,0.0,1.02,20,0.36,158,1,1,10,26,3.8,4,2,1,62.5,57,20,2,79
Ｖ・チャレンジリーグⅡ男子 2017/18,奈良ドリーマーズ,18,66,161,71,13,44.1,0,0,0,-,1.08,23,0.35,181,1,2,5,46,7.3,9,5,2,66.7,71,23,3,97
レギュラーラウンド,奈良ドリーマーズ,18,66,161,71,13,44.1,0,0,0,-,1.08,23,0.35,181,1,2,5,46,7.3,9,5,2,66.7,71,23,3,97
Ｖ・チャレンジリーグⅡ男子 2016/17,奈良ドリーマーズ,20,38,78,35,3,44.9,0,0,0,-,0.92,7,0.18,58,0,4,5,21,14.6,5,3,0,60.0,35,7,4,46
レギュラーラウンド,奈良ドリーマーズ,20,38,78,35,3,44.9,0,0,0,-,0.92,7,0.18,58,0,4,5,21,14.6,5,3,0,60.0,35,7,4,46
Ｖ・チャレンジリーグⅡ男子 2015/16,奈良ドリーマーズ,13,43,157,65,12,41.4,0,0,0,-,1.51,24,0.56,77,0,1,8,28,10.1,4,2,0,50.0,65,24,1,90
レギュラーラウンド,奈良ドリーマーズ,13,43,157,65,12,41.4,0,0,0,-,1.51,24,0.56,77,0,1,8,28,10.1,4,2,0,50.0,65,24,1,90
レギュラーシーズン通算,,86,254,673,291,45,43.2,2,0,0,0.0,1.15,101,0.4,626,3,9,33,145,6.4,24,13,3,60.4,291,101,12,404
通算,,86,254,673,291,45,43.2,2,0,0,0.0,1.15,101,0.4,626,3,9,33,145,6.4,24,13,3,60.4,291,101,12,404
