大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,ヴィクトリーナ姫路,24,36,177,67,11,37.9,6,1,0,16.7,1.86,1,0.03,51,1,3,10,14,9.8,95,40,23,54.2,67,1,4,72
プレミアカンファレンス,ヴィクトリーナ姫路,15,24,127,44,8,34.6,6,1,0,16.7,1.83,0,-,42,1,3,7,12,12.5,87,35,21,52.3,44,0,4,48
交流戦,ヴィクトリーナ姫路,6,5,18,8,0,44.4,0,0,0,-,1.6,0,-,9,0,0,3,2,-2.8,8,5,2,75.0,8,0,0,8
チャレンジ４,ヴィクトリーナ姫路,3,7,32,15,3,46.9,0,0,0,-,2.14,1,0.14,0,0,0,0,0,-,0,0,0,-,15,1,0,16
V・チャレンジマッチ女子2019-20,ヴィクトリーナ姫路,2,6,26,13,1,50.0,0,0,0,-,2.17,0,-,0,0,0,0,0,-,5,1,2,40.0,13,0,0,13
チャレンジマッチ,ヴィクトリーナ姫路,2,6,26,13,1,50.0,0,0,0,-,2.17,0,-,0,0,0,0,0,-,5,1,2,40.0,13,0,0,13
V.LEAGUE DIVISION2 WOMEN 2018-19,ヴィクトリーナ姫路,8,14,73,30,7,41.1,2,0,0,0.0,2.14,0,-,8,0,0,1,3,6.2,0,0,0,-,30,0,0,30
レギュラーラウンド,ヴィクトリーナ姫路,3,7,32,15,3,46.9,0,0,0,-,2.14,0,-,0,0,0,0,0,-,0,0,0,-,15,0,0,15
ファイナル６,ヴィクトリーナ姫路,5,7,41,15,4,36.6,2,0,0,0.0,2.14,0,-,8,0,0,1,3,6.2,0,0,0,-,15,0,0,15
レギュラーシーズン通算,,24,36,177,67,11,37.9,6,1,0,16.7,1.86,0,-,51,1,3,10,14,9.8,95,40,23,54.2,67,0,4,71
通算,,34,56,276,110,19,39.9,8,1,0,12.5,1.96,1,0.02,59,1,3,11,17,9.3,100,41,25,53.5,110,1,4,115
