大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,NECレッドロケッツ,24,49,158,52,5,32.9,1,0,0,0.0,1.06,17,0.35,163,2,2,14,47,7.5,3,2,1,83.3,52,17,4,73
プレミアカンファレンス,NECレッドロケッツ,15,27,70,20,4,28.6,1,0,0,0.0,0.74,8,0.30,95,2,1,11,26,7.1,0,0,0,-,20,8,3,31
交流戦,NECレッドロケッツ,6,8,40,15,1,37.5,0,0,0,-,1.88,1,0.12,20,0,1,1,6,11.2,2,1,1,75.0,15,1,1,17
ファイナル８・Ａグループ,NECレッドロケッツ,3,14,48,17,0,35.4,0,0,0,-,1.21,8,0.57,48,0,0,2,15,6.8,1,1,0,100.0,17,8,0,25
V.LEAGUE DIVISION1 WOMEN 2018-19,NECレッドロケッツ,27,64,345,130,6,37.7,37,11,1,29.7,2.03,13,0.20,181,3,8,21,67,12.4,152,34,36,34.2,130,13,11,154
Eastern Conference,NECレッドロケッツ,10,26,140,60,2,42.9,12,5,0,41.7,2.31,4,0.15,75,2,6,9,33,18.7,43,9,5,26.7,60,4,8,72
交流戦,NECレッドロケッツ,10,26,135,50,2,37.0,15,4,1,26.7,1.92,8,0.31,76,1,0,10,23,5.6,67,18,19,41.0,50,8,1,59
ファイナル８,NECレッドロケッツ,7,12,70,20,2,28.6,10,2,0,20.0,1.67,1,0.08,30,0,2,2,11,14.2,42,7,12,31.0,20,1,2,23
Ｖ・プレミアリーグ女子 2017/18,NECレッドロケッツ,26,52,250,87,27,34.8,32,8,8,25.0,1.67,8,0.15,127,3,9,9,42,15.9,166,40,38,35.5,87,8,12,107
レギュラーラウンド,NECレッドロケッツ,21,46,224,81,22,36.2,27,7,6,25.9,1.76,8,0.17,118,3,8,8,40,16.1,159,40,35,36.2,81,8,11,100
ファイナル６,NECレッドロケッツ,5,6,26,6,5,23.1,5,1,2,20.0,1.0,0,-,9,0,1,1,2,13.9,7,0,3,21.4,6,0,1,7
皇后杯全日本選手権大会,,1,4,8,4,0,50.0,1,1,0,100.0,1.0,0,-,9,0,0,1,5,11.1,0,0,0,-,4,0,0,4
レギュラーラウンド,,1,4,8,4,0,50.0,1,1,0,100.0,1.0,0,-,9,0,0,1,5,11.1,0,0,0,-,4,0,0,4
レギュラーシーズン通算,,62,133,609,226,31,37.1,55,16,7,29.1,1.7,29,0.22,384,8,16,39,128,12.0,271,68,60,36.2,226,29,24,279
通算,,78,169,761,273,38,35.9,71,20,9,28.2,1.62,38,0.22,480,8,19,45,161,11.7,321,76,75,35.4,273,38,27,338
