大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,ヴィクトリーナ姫路,24,62,719,228,47,31.7,44,13,9,29.5,3.68,4,0.06,166,4,5,19,54,10.7,386,142,91,48.6,228,4,9,241
プレミアカンファレンス,ヴィクトリーナ姫路,15,37,460,144,30,31.3,33,10,8,30.3,3.89,3,0.08,97,3,3,11,28,10.6,236,83,56,47.0,144,3,6,153
交流戦,ヴィクトリーナ姫路,6,19,188,64,13,34.0,9,3,1,33.3,3.37,0,-,56,1,2,7,18,10.3,116,48,28,53.4,64,0,3,67
チャレンジ４,ヴィクトリーナ姫路,3,6,71,20,4,28.2,2,0,0,0.0,3.33,1,0.17,13,0,0,1,8,13.5,34,11,7,42.6,20,1,0,21
V・チャレンジマッチ女子2019-20,ヴィクトリーナ姫路,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,ヴィクトリーナ姫路,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION2 WOMEN 2018-19,ヴィクトリーナ姫路,23,43,445,181,26,40.7,71,23,6,32.4,4.21,10,0.23,119,3,7,14,48,15.5,126,52,19,48.8,181,10,10,201
レギュラーラウンド,ヴィクトリーナ姫路,18,38,394,165,21,41.9,66,23,5,34.8,4.34,10,0.26,109,3,7,13,45,16.5,107,44,15,48.1,165,10,10,185
ファイナル６,ヴィクトリーナ姫路,5,5,51,16,5,31.4,5,0,1,0.0,3.20,0,-,10,0,0,1,3,5.0,19,8,4,52.6,16,0,0,16
Ｖ・プレミアリーグ女子 2017/18,JTマーヴェラス,28,81,457,152,31,33.3,24,9,6,37.5,1.88,12,0.15,187,8,10,11,66,17.0,240,81,54,45.0,152,12,18,182
レギュラーラウンド,JTマーヴェラス,21,62,338,111,19,32.8,16,6,3,37.5,1.79,9,0.15,145,6,8,10,55,17.4,180,58,40,43.3,111,9,14,134
ファイナル６,JTマーヴェラス,5,16,119,41,12,34.5,8,3,3,37.5,2.56,3,0.19,37,1,2,1,10,14.2,60,23,14,50.0,41,3,3,47
ファイナル,JTマーヴェラス,2,3,0,0,0,-,0,0,0,-,-,0,-,5,1,0,0,1,25.0,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ女子 2016/17,JTマーヴェラス,12,12,3,1,2,33.3,0,0,0,-,0.08,0,-,15,0,0,2,9,15.0,0,0,0,-,1,0,0,1
レギュラーラウンド,JTマーヴェラス,9,11,0,0,0,-,0,0,0,-,-,0,-,15,0,0,2,9,15.0,0,0,0,-,0,0,0,0
ファイナル６,JTマーヴェラス,3,1,3,1,2,33.3,0,0,0,-,1.00,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
Ｖ・チャレンジリーグⅠ女子 2015/16,JTマーヴェラス,20,29,208,78,18,37.5,27,5,5,18.5,2.69,1,0.03,99,2,9,7,47,21.2,18,7,0,38.9,78,1,11,90
レギュラーラウンド,JTマーヴェラス,20,29,208,78,18,37.5,27,5,5,18.5,2.69,1,0.03,99,2,9,7,47,21.2,18,7,0,38.9,78,1,11,90
チャレンジマッチ女子2015/16,JTマーヴェラス,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,JTマーヴェラス,2,0,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ女子 2014/15,JTマーヴェラス,18,33,173,62,16,35.8,10,2,2,20.0,1.88,2,0.06,70,2,2,12,19,11.9,100,51,0,51.0,62,2,4,68
レギュラーラウンド,JTマーヴェラス,18,33,173,62,16,35.8,10,2,2,20.0,1.88,2,0.06,70,2,2,12,19,11.9,100,51,0,51.0,62,2,4,68
チャレンジマッチ女子2014/15,JTマーヴェラス,2,2,6,2,1,33.3,0,0,0,-,1.00,0,-,2,0,0,0,1,12.5,6,4,0,66.7,2,0,0,2
チャレンジマッチ,JTマーヴェラス,2,2,6,2,1,33.3,0,0,0,-,1.00,0,-,2,0,0,0,1,12.5,6,4,0,66.7,2,0,0,2
Ｖ・プレミアリーグ女子 2013/14,JTマーヴェラス,4,1,2,0,1,0.0,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,JTマーヴェラス,4,1,2,0,1,0.0,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,111,230,1763,624,118,35.4,161,49,24,30.4,2.71,25,0.11,591,17,31,62,221,14.8,757,291,139,47.6,624,25,48,697
通算,,135,263,2013,704,142,35.0,176,52,28,29.5,2.68,29,0.11,658,19,33,65,244,14.7,876,337,164,47.8,704,29,52,785
