名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
一森祐希奈,2016-11,トヨタ自動車ヴァルキューレ,15,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
一森祐希奈,2017-01,トヨタ自動車ヴァルキューレ,15,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
一森祐希奈,2017-02,トヨタ自動車ヴァルキューレ,15,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
三好紗弥香,2016-11,群馬銀行グリーンウイングス,13,44,5,22,6,2,27.3,18.2,0,0,0,0,8,0,0,4,3,1,0,,1.2,0.0,12.5,33.3
三好紗弥香,2016-12,群馬銀行グリーンウイングス,13,12,1,0,0,0,,,0,0,0,0,1,0,0,0,2,1,0,,0.0,0.0,0.0,50.0
三好紗弥香,2017-01,群馬銀行グリーンウイングス,13,4,12,137,29,9,21.2,14.6,2,0,0,3,51,2,6,17,94,57,0,0.0,2.42,0.25,9.3,60.6
三好紗弥香,2017-02,群馬銀行グリーンウイングス,13,12,11,63,13,7,20.6,9.5,0,0,0,2,23,1,2,10,45,22,0,,1.18,0.18,13.0,48.9
三浦あゆみ,2016-11,GSS東京サンビームズ,8,55,14,4,0,1,0.0,-25.0,0,0,0,0,1,0,0,0,32,16,0,,0.0,0.0,0.0,50.0
三浦あゆみ,2016-12,GSS東京サンビームズ,8,12,3,0,0,0,,,0,0,0,0,0,0,0,0,9,4,0,,0.0,0.0,,44.4
三浦あゆみ,2017-01,GSS東京サンビームズ,8,4,8,0,0,0,,,0,0,0,0,1,0,1,0,10,3,0,,0.0,0.0,-25.0,30.0
三浦あゆみ,2017-02,GSS東京サンビームズ,8,10,9,0,0,0,,,0,0,0,0,0,0,0,0,25,15,0,,0.0,0.0,,60.0
三澤未憂,2016-11,プレステージ・インターナショナルアランマーレ,10,44,10,26,4,4,15.4,0.0,0,0,0,0,17,0,3,6,61,38,0,,0.4,0.0,4.4,62.3
三澤未憂,2016-12,プレステージ・インターナショナルアランマーレ,10,12,1,0,0,0,,,0,0,0,0,1,0,0,1,1,0,0,,0.0,0.0,25.0,0.0
三澤未憂,2017-01,プレステージ・インターナショナルアランマーレ,10,5,10,1,1,0,100.0,100.0,0,0,0,0,13,0,1,6,14,7,0,,0.1,0.0,9.6,50.0
三澤未憂,2017-02,プレステージ・インターナショナルアランマーレ,10,10,10,0,0,0,,,0,0,0,0,17,0,3,6,8,5,0,,0.0,0.0,4.4,62.5
不破沙耶佳,2016-11,大阪スーペリアーズ,15,33,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
不破沙耶佳,2016-12,大阪スーペリアーズ,15,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
不破沙耶佳,2017-01,大阪スーペリアーズ,15,4,3,16,9,1,56.2,50.0,0,0,0,1,6,0,0,2,3,2,0,,3.0,0.33,8.3,66.7
不破沙耶佳,2017-02,大阪スーペリアーズ,15,12,16,115,37,13,32.2,20.9,6,0,2,8,46,1,6,5,76,48,0,0.0,2.31,0.5,1.6,63.2
中田香澄,2016-11,プレステージ・インターナショナルアランマーレ,5,44,14,101,34,5,33.7,28.7,0,0,0,0,45,1,2,15,55,26,0,,2.43,0.0,9.4,47.3
中田香澄,2016-12,プレステージ・インターナショナルアランマーレ,5,12,4,39,12,3,30.8,23.1,0,0,0,1,20,0,1,9,13,5,0,,3.0,0.25,10.0,38.5
中田香澄,2017-01,プレステージ・インターナショナルアランマーレ,5,5,20,123,38,6,30.9,26.0,0,0,0,1,66,2,7,24,65,38,0,,1.9,0.05,9.5,58.5
中田香澄,2017-02,プレステージ・インターナショナルアランマーレ,5,10,16,134,40,3,29.9,27.6,0,0,0,1,38,1,7,13,29,17,0,,2.5,0.06,6.6,58.6
丸山佳穂,2016-11,群馬銀行グリーンウイングス,9,44,10,0,0,0,,,0,0,0,0,14,0,2,4,4,1,0,,0.0,0.0,3.6,25.0
丸山佳穂,2016-12,群馬銀行グリーンウイングス,9,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
