試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2005-10-15,茂原アルカス,武富士バンブー,2,,橋口かおり,2,■,■,nan,nan,nan,17,5,2,29.4,17.6,2.50,3,0,1,0.0,0,-,5,0,0,0,0.0,1,1,0,100.0,5
2005-10-15,茂原アルカス,武富士バンブー,3,,福田優,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0
2005-10-15,茂原アルカス,武富士バンブー,4,,東山由香,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0,0,-,0
2005-10-15,茂原アルカス,武富士バンブー,5,,狩野美雪,3,■,■,■,nan,nan,19,7,1,36.8,31.6,2.33,0,0,0,-,0,-,8,1,1,2,16.2,11,9,0,81.8,8
2005-10-15,茂原アルカス,武富士バンブー,6,,角田真由美,3,■,■,■,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,0,-,6,1,0,3,25.8,0,0,0,-,4
2005-10-15,茂原アルカス,武富士バンブー,7,,田中弓貴,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,1,3,9.4,3,2,0,66.7,0
2005-10-15,茂原アルカス,武富士バンブー,8,,船崎恵視,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,0,-,11,0,0,8,18.2,0,0,0,-,2
2005-10-15,茂原アルカス,武富士バンブー,9,,田口恵,3,■,■,■,nan,nan,25,10,2,40.0,32.0,3.33,0,0,0,-,1,0.33,7,0,1,1,3.6,0,0,0,-,11
2005-10-15,茂原アルカス,武富士バンブー,11,,西村佳名子,3,■,■,■,nan,nan,19,6,2,31.6,21.1,2.00,1,0,0,0.0,1,0.33,8,0,0,1,3.1,24,19,0,79.2,7
2005-10-15,茂原アルカス,武富士バンブー,13,,田辺友紀,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-10-15,茂原アルカス,武富士バンブー,14,,井西彩乃,1,nan,nan,■,nan,nan,7,4,0,57.1,57.1,4.00,0,0,0,-,0,-,4,1,1,0,20.0,2,2,0,100.0,5
2005-10-15,茂原アルカス,武富士バンブー,17,L,仲川香,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,10,0,38.5,0
2005-10-15,茂原アルカス,武富士バンブー,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,102,37,7,36.3,29.4,12.33,4,0,1,0.0,2,0.67,60,3,4,20,12.3,68,43,0,63.2,42
