試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-30,03,JTサンダーズ,東レアローズ,1,,安永拓弥,5,■,■,■,■,■,13,7,0,53.8,53.8,1.40,0,0,0,-,3,0.60,14,1,0,1,8.9,0,0,0,-,11
2019-03-30,03,JTサンダーズ,東レアローズ,2,,小野寺太志,5,■,■,■,■,■,10,8,1,80.0,70.0,1.60,0,0,0,-,4,0.80,20,0,1,6,6.2,2,0,1,25.0,12
2019-03-30,03,JTサンダーズ,東レアローズ,3,,深津旭弘,5,■,■,■,■,■,1,1,0,100.0,100.0,0.20,0,0,0,-,0,-,23,0,2,3,1.1,0,0,0,-,1
2019-03-30,03,JTサンダーズ,東レアローズ,6,,エドガートーマス,5,■,■,■,■,■,50,28,4,56.0,48.0,5.60,27,18,2,66.7,1,0.20,19,0,6,6,0.0,0,0,0,-,29
2019-03-30,03,JTサンダーズ,東レアローズ,7,,八子大輔,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0
2019-03-30,03,JTサンダーズ,東レアローズ,8,,武智洸史,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,2,1,83.3,0
2019-03-30,03,JTサンダーズ,東レアローズ,10,L,井上航,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,11,5,64.3,0
2019-03-30,03,JTサンダーズ,東レアローズ,11,,久原大輝,3,nan,□,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2019-03-30,03,JTサンダーズ,東レアローズ,12,,合田心平,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2019-03-30,03,JTサンダーズ,東レアローズ,15,L,唐川大志,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,JTサンダーズ,東レアローズ,16,,劉力賓,5,■,■,■,■,■,29,18,1,62.1,58.6,3.60,7,5,0,71.4,3,0.60,21,1,4,1,1.2,36,13,8,47.2,22
2019-03-30,03,JTサンダーズ,東レアローズ,17,,金子聖輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,JTサンダーズ,東レアローズ,18,,山本将平,5,■,■,■,■,■,27,11,1,40.7,37.0,2.20,0,0,0,-,4,0.80,13,0,1,4,5.8,28,12,8,57.1,15
2019-03-30,03,JTサンダーズ,東レアローズ,20,,筧本翔昂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,2,,高橋健太郎,5,■,■,■,■,■,8,2,0,25.0,25.0,0.40,0,0,0,-,2,0.40,15,1,1,1,6.7,0,0,0,-,5
2019-03-30,03,東レアローズ,JTサンダーズ,3,,伏見大和,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,4,,ルジェアントニン,5,■,■,■,■,■,43,24,2,55.8,51.2,4.80,20,12,0,60.0,3,0.60,20,4,7,5,17.5,0,0,0,-,31
2019-03-30,03,東レアローズ,JTサンダーズ,5,,米山裕太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,6,,渡辺俊介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,9,,阿部裕太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,10,,星野秀知,5,■,■,■,■,■,15,9,0,60.0,60.0,1.80,0,0,0,-,0,-,12,0,1,3,4.2,24,8,9,52.1,9
2019-03-30,03,東レアローズ,JTサンダーズ,14,,酒井啓輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,15,,李博,5,■,■,■,■,■,11,9,0,81.8,81.8,1.80,0,0,0,-,1,0.20,19,2,6,5,9.2,0,0,0,-,12
2019-03-30,03,東レアローズ,JTサンダーズ,16,,落合一貴,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,1,1,25.0,0,0,0,-,1
2019-03-30,03,東レアローズ,JTサンダーズ,18,,鈴木悠二,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-03-30,03,東レアローズ,JTサンダーズ,19,,梅野聡,5,■,■,■,■,■,2,1,0,50.0,50.0,0.20,0,0,0,-,0,-,23,1,1,4,7.6,0,0,0,-,2
2019-03-30,03,東レアローズ,JTサンダーズ,20,,アウントゥ,5,■,■,■,■,■,48,26,3,54.2,47.9,5.20,10,5,0,50.0,2,0.40,16,0,2,4,3.1,48,24,16,66.7,28
2019-03-30,03,東レアローズ,JTサンダーズ,22,L,井手智,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,14,7,62.5,0
2019-03-31,03,JTサンダーズ,東レアローズ,1,,安永拓弥,4,■,■,■,■,nan,5,3,0,60.0,60.0,0.75,0,0,0,-,2,0.50,14,0,0,3,5.4,0,0,0,-,5
2019-03-31,03,JTサンダーズ,東レアローズ,2,,小野寺太志,4,■,■,■,■,nan,10,5,1,50.0,40.0,1.25,0,0,0,-,2,0.50,19,1,0,4,10.5,0,0,0,-,8
2019-03-31,03,JTサンダーズ,東レアローズ,3,,深津旭弘,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,15,0,0,1,1.7,1,0,0,0.0,1
2019-03-31,03,JTサンダーズ,東レアローズ,6,,エドガートーマス,4,■,■,■,■,nan,53,29,5,54.7,45.3,7.25,26,14,4,53.8,5,1.25,10,1,3,3,10.0,0,0,0,-,35
