試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-30,パナソニックパンサーズ,1,,清水邦広,4,■,■,■,■,nan,35,15,3,0.42857142857142855,0.34285714285714286,3.75,18,7,3,38.9,0,-,17,4,2,10,35.3,1,0,1,50.0,,,,,,,,
2021-01-30,パナソニックパンサーズ,2,,深津英臣,4,■,■,■,■,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,1,0.25,18,0,0,6,8.3,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,4,,大竹壱青,1,nan,nan,□,nan,nan,5,3,0,0.6,0.6,3.00,2,1,0,50.0,0,-,1,0,1,0,-25.0,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,5,,渡辺奏吾,2,nan,nan,□,■,nan,7,2,0,0.2857142857142857,0.2857142857142857,1.00,1,0,0,0.0,0,-,6,0,1,2,4.2,11,7,2,72.7,,,,,,,,
2021-01-30,パナソニックパンサーズ,6,,白澤健児,2,nan,nan,■,■,nan,5,3,0,0.6,0.6,1.50,0,0,0,-,0,-,5,0,2,0,-10.0,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,7,,久原翼,3,■,■,■,nan,nan,15,8,1,0.5333333333333333,0.4666666666666667,2.67,2,1,0,50.0,0,-,9,0,1,1,0.0,16,4,6,43.8,,,,,,,,
2021-01-30,パナソニックパンサーズ,9,,今村貴彦,1,nan,nan,□,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,2,0,1,0,-12.5,5,1,3,50.0,,,,,,,,
2021-01-30,パナソニックパンサーズ,10,,山内晶大,4,■,■,■,■,nan,12,9,0,0.75,0.75,2.25,0,0,0,-,4,1.00,13,0,2,5,5.8,1,1,0,100.0,,,,,,,,
2021-01-30,パナソニックパンサーズ,13,,クビアクミハウ,4,■,■,■,■,nan,22,7,2,0.3181818181818182,0.22727272727272727,1.75,3,0,1,0.0,0,-,19,1,0,6,13.2,26,8,8,46.2,,,,,,,,
2021-01-30,パナソニックパンサーズ,16,L,伊賀亮平,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,17,L,永野健,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,7,6,41.7,,,,,,,,
2021-01-30,パナソニックパンサーズ,20,,新貴裕,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-30,パナソニックパンサーズ,22,,小宮雄一郎,2,■,■,nan,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,0.50,0,0,0,-,0,-,6,0,1,2,4.2,2,0,1,25.0,,,,,,,,
2021-01-30,パナソニックパンサーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,109,51,6,0.46788990825688076,0.41284403669724773,12.75,26,9,4,34.6,5,1.25,98,5,12,32,10.2,86,28,27,48.3,130,75,8,57.7,7,1.75,8.7,44.6
