試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-28,パナソニックパンサーズ,2,,深津英臣,3,■,■,■,nan,nan,2,1,0,0.5,0.5,0.33,0,0,0,-,3,1.00,15,1,1,2,8.3,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,4,,大竹壱青,3,■,■,■,nan,nan,20,11,0,0.55,0.55,3.67,8,1,0,12.5,1,0.33,11,0,3,3,0.0,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,5,,渡辺奏吾,2,nan,■,■,nan,nan,8,3,0,0.375,0.375,1.50,1,1,0,100.0,0,-,8,0,1,3,6.2,11,4,2,45.5,,,,,,,,
2020-11-28,パナソニックパンサーズ,6,,白澤健児,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,7,,久原翼,3,■,■,■,nan,nan,21,13,3,0.6190476190476191,0.47619047619047616,4.33,5,4,0,80.0,1,0.33,12,1,1,8,22.9,22,10,7,61.4,,,,,,,,
2020-11-28,パナソニックパンサーズ,8,,仲本賢優,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,9,,今村貴彦,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,10,,山内晶大,3,■,■,■,nan,nan,11,8,0,0.7272727272727273,0.7272727272727273,2.67,0,0,0,-,2,0.67,14,2,1,5,21.4,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,13,,クビアクミハウ,1,■,nan,nan,nan,nan,4,2,1,0.5,0.25,2.00,0,0,0,-,0,-,4,0,0,0,0.0,1,1,0,100.0,,,,,,,,
2020-11-28,パナソニックパンサーズ,16,L,伊賀亮平,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,17,L,永野健,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,13,4,6,53.8,,,,,,,,
2020-11-28,パナソニックパンサーズ,20,,新貴裕,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,パナソニックパンサーズ,22,,小宮雄一郎,3,■,■,■,nan,nan,8,7,0,0.875,0.875,2.33,0,0,0,-,1,0.33,7,0,1,1,0.0,1,1,0,100.0,,,,,,,,
2020-11-28,パナソニックパンサーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,74,45,4,0.6081081081081081,0.5540540540540541,15.00,14,6,0,42.9,8,2.67,73,4,8,22,10.3,48,20,15,57.3,93,40,4,43.0,2,0.67,5.4,59.4
