試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-11-01,パナソニックパンサーズ,1,,清水邦広,3,■,■,■,nan,nan,33,19,0,0.5757575757575758,0.5757575757575758,6.33,10,6,0,60.0,0,-,12,1,3,4,10.4,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,2,,深津英臣,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,13,0,1,4,5.8,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,5,,渡辺奏吾,3,□,■,■,nan,nan,23,8,1,0.34782608695652173,0.30434782608695654,2.67,3,1,0,33.3,1,0.33,10,1,3,1,5.0,18,8,5,58.3,,,,,,,,
2020-11-01,パナソニックパンサーズ,6,,白澤健児,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,7,,久原翼,2,■,□,nan,nan,nan,6,2,1,0.3333333333333333,0.16666666666666666,1.00,0,0,0,-,0,-,4,0,0,0,0.0,7,3,2,57.1,,,,,,,,
2020-11-01,パナソニックパンサーズ,8,,仲本賢優,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,9,,今村貴彦,1,nan,□,nan,nan,nan,2,2,0,1.0,1.0,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,10,,山内晶大,3,■,■,■,nan,nan,12,4,0,0.3333333333333333,0.3333333333333333,1.33,0,0,0,-,0,-,13,0,2,2,0.0,1,1,0,100.0,,,,,,,,
2020-11-01,パナソニックパンサーズ,13,,クビアクミハウ,3,■,■,■,nan,nan,21,13,1,0.6190476190476191,0.5714285714285714,4.33,1,0,0,0.0,1,0.33,13,0,2,5,5.8,24,15,5,72.9,,,,,,,,
2020-11-01,パナソニックパンサーズ,16,L,伊賀亮平,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,4,2,50.0,,,,,,,,
2020-11-01,パナソニックパンサーズ,17,L,永野健,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,20,,新貴裕,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,21,,兒玉康成,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-01,パナソニックパンサーズ,22,,小宮雄一郎,3,■,■,■,nan,nan,7,2,0,0.2857142857142857,0.2857142857142857,0.67,0,0,0,-,1,0.33,9,0,1,3,5.6,1,0,1,50.0,,,,,,,,
2020-11-01,パナソニックパンサーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,104,50,3,0.4807692307692308,0.4519230769230769,16.67,14,7,0,50.0,3,1.00,76,2,12,19,4.9,61,31,15,63.1,89,47,7,52.8,7,2.33,1.8,60.9
