名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
宮田由佳里,東レアローズ,18,14,40,14,2,35.0,30.0,0,0,0,1,48,2,3,15,0,0,0,17,,1.0,0.1,10.4,
小山修加,久光製薬スプリングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小松崎佐代子,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本愛,久光製薬スプリングス,3,11,75,36,7,48.0,38.7,0,0,0,7,47,5,5,13,2,2,0,48,,3.3,0.6,14.9,100.0
岡野知子,デンソーエアリービーズ,5,8,74,24,6,32.4,24.3,0,0,0,2,23,0,0,6,58,42,0,26,,3.0,0.2,6.5,72.4
平井香菜子,久光製薬スプリングス,9,5,27,10,2,37.0,29.6,0,0,0,3,9,0,0,0,0,0,0,13,,2.0,0.6,0.0,
座安琴希,久光製薬スプリングス,19,9,0,0,0,,,0,0,0,0,0,0,0,0,16,11,0,0,,0.0,0.0,,68.8
張越紅,東レアローズ,9,14,196,80,12,40.8,34.7,5,1,2,8,41,0,5,7,0,0,0,88,20.0,5.7,0.6,1.2,
成田郁久美,NECレッドロケッツ,6,12,0,0,0,,,0,0,0,0,0,0,0,0,70,53,0,0,,0.0,0.0,,75.7
有田沙織,NECレッドロケッツ,9,12,86,27,4,31.4,26.7,9,1,0,5,39,1,4,13,3,2,0,33,11.1,2.2,0.4,8.3,66.7
木村沙織,東レアローズ,10,14,198,56,14,28.3,21.2,9,1,0,9,49,4,5,15,150,108,0,69,11.1,4.0,0.6,13.3,72.0
本田つばさ,デンソーエアリービーズ,22,4,0,0,0,,,0,0,0,0,6,0,2,0,0,0,0,0,,0.0,0.0,-8.3,
杉山祥子,NECレッドロケッツ,2,11,55,13,2,23.6,20.0,0,0,0,3,23,0,0,5,2,1,0,16,,1.2,0.3,5.4,50.0
松崎さ代子,NECレッドロケッツ,4,12,58,21,2,36.2,32.8,0,0,0,6,41,1,8,10,6,4,0,28,,1.8,0.5,3.7,66.7
横山雅美,デンソーエアリービーズ,6,11,4,1,0,25.0,25.0,0,0,0,4,35,1,1,4,0,0,0,6,,0.1,0.4,5.0,
橋本直子,久光製薬スプリングス,17,11,7,3,0,42.9,42.9,0,0,0,1,48,0,3,11,0,0,0,4,,0.3,0.1,4.2,
櫻井由香,デンソーエアリービーズ,9,11,0,0,0,,,0,0,0,0,6,0,0,2,21,15,0,0,,0.0,0.0,8.3,71.4
渡邊絢子,NECレッドロケッツ,8,8,0,0,0,,,0,0,0,0,2,0,0,1,12,7,0,0,,0.0,0.0,12.5,58.3
澁澤夏美,NECレッドロケッツ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
濱口華菜里,東レアローズ,5,14,0,0,0,,,0,0,0,0,0,0,0,0,67,43,0,0,,0.0,0.0,,64.2
片下恭子,デンソーエアリービーズ,16,10,0,0,0,,,0,0,0,0,0,0,0,0,46,32,0,0,,0.0,0.0,,69.6
狩野舞子,久光製薬スプリングス,6,11,129,43,13,33.3,23.3,49,16,7,3,46,1,3,18,20,12,0,47,32.7,3.9,0.3,10.3,60.0
眞恵子,デンソーエアリービーズ,1,8,31,9,3,29.0,19.4,0,0,0,1,9,0,1,1,28,18,0,10,,1.1,0.1,0.0,64.3
矢野美子,デンソーエアリービーズ,2,11,46,18,0,39.1,39.1,0,0,0,1,43,0,1,12,1,1,0,19,,1.6,0.1,6.4,100.0
石井美樹,久光製薬スプリングス,18,11,0,0,0,,,0,0,0,0,14,0,1,7,0,0,0,0,,0.0,0.0,10.7,
福田舞,デンソーエアリービーズ,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
秋山美幸,NECレッドロケッツ,10,12,5,4,0,80.0,80.0,0,0,0,1,49,2,1,20,0,0,0,7,,0.3,0.1,13.8,
竹内沙耶歌,NECレッドロケッツ,19,3,4,1,0,25.0,25.0,0,0,0,0,6,0,1,2,2,1,0,1,,0.3,0.0,4.2,50.0
筒井視穂子,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒渕輝恵,NECレッドロケッツ,12,5,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,0,,0.0,0.0,10.0,
築地保奈美,東レアローズ,17,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
細田絵理,デンソーエアリービーズ,4,11,96,31,8,32.3,24.0,1,1,0,4,42,1,2,14,73,46,0,36,100.0,2.8,0.4,9.5,63.0
芝田安希,東レアローズ,1,14,88,31,3,35.2,31.8,0,0,0,5,51,3,2,10,43,20,0,39,,2.2,0.4,9.8,46.5
西脇万里子,東レアローズ,2,14,65,26,4,40.0,33.8,0,0,0,5,41,1,4,10,4,3,0,32,,1.9,0.4,6.1,75.0
迫田さおり,東レアローズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
鈴木裕子,デンソーエアリービーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
関李香,デンソーエアリービーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋みゆき,NECレッドロケッツ,1,12,119,52,2,43.7,42.0,0,0,0,2,59,1,7,12,65,52,0,55,,4.3,0.2,3.8,80.0
高田ありさ,東レアローズ,12,10,1,1,0,100.0,100.0,0,0,0,0,15,0,0,5,14,9,0,1,,0.1,0.0,8.3,64.3
