試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,1,,上坂瑠子,5,■,■,■,■,■,58,32,1,55.2,53.4,6.40,2,0,0,0.0,0,-,16,2,0,4,18.8,25,13,4,60.0,34,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,2,,小野寺友香,5,■,■,■,■,■,1,0,0,0.0,0.0,-,0,0,0,-,0,-,11,0,2,1,-2.3,0,0,0,-,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,4,,窪田美侑,4,□,□,nan,□,□,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,10,0,0,4,10.0,8,4,1,56.2,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,5,,タップハンナ,5,■,■,■,■,■,22,8,1,36.4,31.8,1.60,0,0,0,-,2,0.40,4,0,1,2,6.2,0,0,0,-,10,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,7,L,齋藤加奈子,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,9,5,57.5,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,10,L,小池杏菜,5,〇,〇,〇,〇,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,1,50.0,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,11,,中村安里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,13,,長内美和子,5,□,■,□,■,■,80,23,6,28.7,21.2,4.60,4,3,0,75.0,1,0.20,9,1,4,2,5.6,3,2,0,66.7,25,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,14,,入澤まい,5,■,■,■,■,■,10,4,0,40.0,40.0,0.80,0,0,0,-,1,0.20,21,3,1,9,23.8,0,0,0,-,8,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,17,,オクム大庭冬美ハウィ,4,■,□,■,nan,□,15,3,1,20.0,13.3,0.75,0,0,0,-,0,-,9,1,1,1,11.1,0,0,0,-,4,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,18,,境紗里奈,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,19,,野中瑠衣,5,■,■,■,■,■,14,4,0,28.6,28.6,0.80,0,0,0,-,0,-,21,3,0,9,25.0,47,20,13,56.4,7,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,21,,雑賀恵斗,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0,,,,,,,,
2021-02-21,日立リヴァーレ,久光スプリングス,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,201,74,9,36.8,32.3,14.80,7,3,0,42.9,4,0.80,106,10,10,34,15.1,108,50,24,57.4,88,161,59,8,36.6,19,3.80,10.6,44.6
