月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,5,,田中瑠奈,22,7,6,4,2,1,207,61,26,29.468599033816425,16.908212560386474,9.409090909090908,13,2,1,15.384615384615385,7,0.3181818181818182,84,3,5,24,9.226190476190476,115,62,21,63.04347826086956
01,5,,田中瑠奈,18,0,3,5,4,0,190,63,13,33.1578947368421,26.31578947368421,10.555555555555555,7,1,3,14.285714285714285,4,0.2222222222222222,51,1,3,20,10.294117647058824,113,60,24,63.716814159292035
02,5,,田中瑠奈,6,2,2,1,0,0,52,12,3,23.076923076923077,17.307692307692307,8.666666666666666,2,0,0,0.0,2,0.3333333333333333,28,1,1,8,9.821428571428571,28,12,5,51.785714285714285
