月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,4,,小林愛里,11,0,1,3,3,0,114,42,10,36.84210526315789,28.07017543859649,10.363636363636363,5,2,2,40.0,1,0.09090909090909091,29,3,1,14,21.551724137931036,56,23,13,52.67857142857143
12,4,,小林愛里,12,2,2,2,1,0,102,33,10,32.35294117647059,22.54901960784314,8.5,0,0,0,,1,0.08333333333333333,28,3,4,8,14.285714285714286,70,28,17,52.142857142857146
01,4,,小林愛里,8,1,1,0,0,1,53,12,2,22.641509433962266,18.867924528301888,6.625,1,0,0,0.0,0,0.0,7,0,0,2,7.142857142857143,42,16,14,54.76190476190476
