月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,16,,安福若菜,27,7,7,7,5,1,161,73,9,45.3416149068323,39.75155279503105,5.962962962962963,0,0,0,,20,0.7407407407407407,69,1,3,8,3.260869565217391,4,0,1,12.5
12,16,,安福若菜,17,5,5,5,2,0,104,41,3,39.42307692307692,36.53846153846153,6.117647058823529,0,0,0,,11,0.6470588235294118,56,0,1,8,3.125,1,0,0,0.0
01,16,,安福若菜,23,6,6,6,4,1,129,44,10,34.10852713178294,26.356589147286826,5.608695652173913,0,0,0,,9,0.391304347826087,67,1,2,4,2.2388059701492535,8,6,0,75.0
02,16,,安福若菜,13,3,3,3,2,2,79,31,6,39.24050632911392,31.645569620253166,6.076923076923077,0,0,0,,7,0.5384615384615384,30,1,2,1,2.5,2,0,0,0.0
