大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
Ｖ・チャレンジリーグ男子 2012/13,ジェイテクトSTINGS,20,61,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,275,172,0,62.5,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,20,61,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,275,172,0,62.5,0,0,0,0
チャレンジマッチ男子2012/13,ジェイテクトSTINGS,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,29,12,0,41.4,0,0,0,0
チャレンジマッチ,ジェイテクトSTINGS,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,29,12,0,41.4,0,0,0,0
Ｖ・チャレンジリーグ男子 2011/12,ジェイテクトSTINGS,15,50,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,242,156,0,64.5,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,10,33,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,163,108,0,66.3,0,0,0,0
上位リーグ,ジェイテクトSTINGS,5,17,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,79,48,0,60.8,0,0,0,0
チャレンジマッチ男子2011/12,ジェイテクトSTINGS,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,35,17,0,48.6,0,0,0,0
チャレンジマッチ,ジェイテクトSTINGS,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,35,17,0,48.6,0,0,0,0
Ｖ・チャレンジリーグ男子 2010/11,ジェイテクトSTINGS,16,53,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,235,162,0,68.9,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,16,53,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,235,162,0,68.9,0,0,0,0
Ｖ・チャレンジリーグ男子 2009/10,ジェイテクトSTINGS,15,48,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,234,172,0,73.5,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,10,31,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,138,105,0,76.1,0,0,0,0
上位リーグ,ジェイテクトSTINGS,5,17,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,96,67,0,69.8,0,0,0,0
チャレンジマッチ男子 2009/10,ジェイテクトSTINGS,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,25,16,0,64.0,0,0,0,0
チャレンジマッチ,ジェイテクトSTINGS,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,25,16,0,64.0,0,0,0,0
Ｖ・チャレンジリーグ男子 2008/09,ジェイテクトSTINGS,18,66,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,376,297,0,79.0,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,11,39,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,207,162,0,78.3,0,0,0,0
ファイナルリーグ,ジェイテクトSTINGS,7,27,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,169,135,0,79.9,0,0,0,0
Ｖ・チャレンジリーグ男子 2007/08,ジェイテクトSTINGS,18,65,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,384,301,0,78.4,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,18,65,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,384,301,0,78.4,0,0,0,0
Ｖ・チャレンジリーグ男子 2006/07,ジェイテクトSTINGS,16,60,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,434,330,0,76.0,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,16,60,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,434,330,0,76.0,0,0,0,0
レギュラーシーズン通算,,267,741,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,3882,2570,210,68.9,0,0,0,0
通算,,319,892,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,4717,3104,241,68.4,0,0,0,0
