大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,28,98,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,411,204,89,60.5,0,0,0,0
レギュラーラウンド,堺ブレイザーズ,27,95,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,394,196,83,60.3,0,0,0,0
GAME1（5位決定戦）,堺ブレイザーズ,1,3,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,17,8,6,64.7,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,堺ブレイザーズ,31,116,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,382,162,90,54.2,0,0,0,0
レギュラーラウンド,堺ブレイザーズ,27,99,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,331,142,82,55.3,0,0,0,0
ファイナル６,堺ブレイザーズ,4,17,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,51,20,8,47.1,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,FC東京,21,51,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,101,39,29,53.0,0,0,0,0
レギュラーラウンド,FC東京,21,51,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,101,39,29,53.0,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,FC東京,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
レギュラーラウンド,FC東京,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
チャレンジマッチ男子2016/17,FC東京,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,3,2,0,66.7,0,0,0,0
チャレンジマッチ,FC東京,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,3,2,0,66.7,0,0,0,0
レギュラーシーズン通算,,76,247,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,828,378,194,57.4,0,0,0,0
通算,,83,272,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,899,408,208,57.0,0,0,0,0
