大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,4,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,ウルフドッグス名古屋,4,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,19,48,243,107,13,44.0,38.68312757201646,12,4,3,33.3,8.333333333333332,2.23,7,0.15,139,3,0,11,26,4.9,333,169,78,62.5,107,7,3,117
レギュラーラウンド,豊田合成トレフェルサ,14,46,236,107,12,45.3,40.25423728813559,11,4,3,36.4,9.090909090909092,2.33,7,0.15,134,3,0,10,24,4.9,311,155,77,62.2,107,7,3,117
ファイナル６,豊田合成トレフェルサ,5,2,7,0,1,0.0,-14.285714285714285,1,0,0,0.0,0.0,-,0,-,5,0,0,1,2,5.0,22,14,1,65.9,0,0,0,0
レギュラーシーズン通算,,18,46,236,107,12,45.3,40.25423728813559,11,4,3,36.4,9.090909090909092,2.33,7,0.15,134,3,0,10,24,4.9,311,155,77,62.2,107,7,3,117
通算,,23,48,243,107,13,44.0,38.68312757201646,12,4,3,33.3,8.333333333333332,2.23,7,0.15,139,3,0,11,26,4.9,333,169,78,62.5,107,7,3,117
