大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,27,43,216,100,13,46.3,40.27777777777778,36,17,2,47.2,41.66666666666667,2.33,6,0.14,134,0,6,21,27,5.6,242,96,70,54.1,100,6,6,112
レギュラーラウンド,ウルフドッグス名古屋,27,43,216,100,13,46.3,40.27777777777778,36,17,2,47.2,41.66666666666667,2.33,6,0.14,134,0,6,21,27,5.6,242,96,70,54.1,100,6,6,112
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,26,44,199,92,15,46.2,38.69346733668342,42,23,3,54.8,47.61904761904761,2.09,7,0.16,108,1,1,18,26,3.7,124,48,31,51.2,92,7,2,101
レギュラーラウンド,豊田合成トレフェルサ,24,37,183,86,13,47.0,39.89071038251366,37,20,3,54.1,45.94594594594595,2.32,6,0.16,100,1,1,18,25,3.8,103,40,25,51.0,86,6,2,94
ファイナル６,豊田合成トレフェルサ,2,7,16,6,2,37.5,25.0,5,3,0,60.0,60.0,0.86,1,0.14,8,0,0,0,1,3.1,21,8,6,52.4,6,1,0,7
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,31,81,373,167,37,44.8,34.852546916890084,60,30,9,50.0,35.0,2.06,9,0.11,187,3,7,40,47,6.3,222,90,56,53.2,167,9,10,186
レギュラーラウンド,豊田合成トレフェルサ,21,61,311,141,31,45.3,35.36977491961415,54,26,8,48.1,33.33333333333333,2.31,5,0.08,160,2,6,34,40,5.9,183,79,46,55.7,141,5,8,154
ファイナル６,豊田合成トレフェルサ,5,8,16,5,2,31.2,18.75,0,0,0,-,,0.62,1,0.12,9,1,1,2,1,19.4,16,4,5,40.6,5,1,2,8
ファイナル３,豊田合成トレフェルサ,3,4,5,4,0,80.0,80.0,0,0,0,-,,1.00,0,-,2,0,0,1,0,-12.5,2,0,0,0.0,4,0,0,4
ファイナル,豊田合成トレフェルサ,2,8,41,17,4,41.5,31.70731707317073,6,4,1,66.7,50.0,2.12,3,0.38,16,0,0,3,6,4.7,21,7,5,45.2,17,3,0,20
天皇杯全日本選手権大会,,2,2,3,1,0,33.3,33.33333333333333,0,0,0,-,,0.50,0,-,3,0,0,2,0,-16.7,6,2,1,41.7,1,0,0,1
レギュラーラウンド,,2,2,3,1,0,33.3,33.33333333333333,0,0,0,-,,0.50,0,-,3,0,0,2,0,-16.7,6,2,1,41.7,1,0,0,1
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,31,81,281,114,30,40.6,29.8932384341637,2,0,0,0.0,0.0,1.41,8,0.10,289,4,7,62,107,12.6,601,298,0,49.6,114,8,11,133
レギュラーラウンド,豊田合成トレフェルサ,21,53,192,78,15,40.6,32.8125,2,0,0,0.0,0.0,1.47,3,0.06,183,2,2,42,66,11.0,387,200,0,51.7,78,3,4,85
