大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
ファイナル６,豊田合成トレフェルサ,5,16,40,18,7,45.0,27.500000000000004,0,0,0,-,,1.12,2,0.12,66,2,4,10,30,19.2,124,57,0,46.0,18,2,6,26
ファイナル３,豊田合成トレフェルサ,3,5,21,7,2,33.3,23.809523809523807,0,0,0,-,,1.40,1,0.20,20,0,1,5,9,15.2,36,19,0,52.8,7,1,1,9
ファイナル,豊田合成トレフェルサ,2,7,28,11,6,39.3,17.857142857142858,0,0,0,-,,1.57,2,0.29,20,0,0,5,2,2.5,54,22,0,40.7,11,2,0,13
天皇杯全日本選手権大会,,2,9,31,12,0,38.7,38.70967741935484,0,0,0,-,,1.33,3,0.33,41,1,1,9,14,12.9,63,34,0,54.0,12,3,2,17
レギュラーラウンド,,2,9,31,12,0,38.7,38.70967741935484,0,0,0,-,,1.33,3,0.33,41,1,1,9,14,12.9,63,34,0,54.0,12,3,2,17
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,27,41,101,40,6,39.6,33.663366336633665,2,0,0,0.0,0.0,0.98,5,0.12,53,0,0,10,19,9.0,62,38,0,61.3,40,5,0,45
レギュラーラウンド,豊田合成トレフェルサ,21,33,83,32,5,38.6,32.53012048192771,1,0,0,0.0,0.0,0.97,4,0.12,44,0,0,9,14,8.0,52,31,0,59.6,32,4,0,36
ファイナル６,豊田合成トレフェルサ,5,6,13,6,1,46.2,38.46153846153847,1,0,0,0.0,0.0,1.00,0,-,6,0,0,1,3,12.5,6,5,0,83.3,6,0,0,6
ファイナル,豊田合成トレフェルサ,1,2,5,2,0,40.0,40.0,0,0,0,-,,1.00,1,0.50,3,0,0,0,2,16.7,4,2,0,50.0,2,1,0,3
Ｖ・プレミアリーグ男子 2014/15,豊田合成トレフェルサ,14,21,93,43,4,46.2,41.935483870967744,26,15,2,57.7,50.0,2.05,3,0.14,36,1,1,14,7,9.9,12,6,0,50.0,43,3,2,48
レギュラーラウンド,豊田合成トレフェルサ,8,12,72,33,4,45.8,40.27777777777778,25,14,2,56.0,48.0,2.75,2,0.17,26,0,1,8,6,8.8,0,0,0,-,33,2,1,36
ファイナル６,豊田合成トレフェルサ,5,9,21,10,0,47.6,47.61904761904761,1,1,0,100.0,100.0,1.11,1,0.11,10,1,0,6,1,12.5,12,6,0,50.0,10,1,1,12
ファイナル３,豊田合成トレフェルサ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,122,239,1057,470,81,44.5,36.80227057710501,155,77,15,49.7,40.0,1.97,26,0.11,647,5,16,132,178,5.0,967,446,141,53.4,470,26,21,517
通算,,160,322,1297,569,105,43.9,35.774865073245955,168,85,16,50.6,41.07142857142857,1.77,41,0.13,851,10,23,176,247,6.0,1332,612,158,51.9,569,41,33,643
