大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,大分三好ヴァイセアドラー,27,92,13,6,1,46.2,38.46153846153847,2,0,1,0.0,-50.0,0.07,7,0.08,309,4,7,21,62,6.9,2,0,0,0.0,6,7,11,24
レギュラーラウンド,大分三好ヴァイセアドラー,27,92,13,6,1,46.2,38.46153846153847,2,0,1,0.0,-50.0,0.07,7,0.08,309,4,7,21,62,6.9,2,0,0,0.0,6,7,11,24
V.LEAGUE DIVISION1 MEN 2018-19,大分三好ヴァイセアドラー,27,89,13,2,1,15.4,7.6923076923076925,0,0,0,-,,0.02,11,0.12,309,5,9,28,76,8.4,4,1,0,25.0,2,11,14,27
レギュラーラウンド,大分三好ヴァイセアドラー,27,89,13,2,1,15.4,7.6923076923076925,0,0,0,-,,0.02,11,0.12,309,5,9,28,76,8.4,4,1,0,25.0,2,11,14,27
Ｖ・チャレンジリーグⅠ男子 2017/18,大分三好ヴァイセアドラー,21,60,12,6,0,50.0,50.0,1,0,0,0.0,0.0,0.10,13,0.22,193,1,4,31,41,3.9,0,0,0,-,6,13,5,24
レギュラーラウンド,大分三好ヴァイセアドラー,21,60,12,6,0,50.0,50.0,1,0,0,0.0,0.0,0.10,13,0.22,193,1,4,31,41,3.9,0,0,0,-,6,13,5,24
Ｖ・チャレンジリーグⅠ男子 2016/17,大分三好ヴァイセアドラー,21,74,27,13,0,48.1,48.148148148148145,1,0,0,0.0,0.0,0.18,19,0.26,250,8,7,31,98,15.2,3,0,0,0.0,13,19,15,47
レギュラーラウンド,大分三好ヴァイセアドラー,21,74,27,13,0,48.1,48.148148148148145,1,0,0,0.0,0.0,0.18,19,0.26,250,8,7,31,98,15.2,3,0,0,0.0,13,19,15,47
チャレンジマッチ男子2016/17,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,2,0.29,27,0,2,3,11,16.1,0,0,0,-,0,2,2,4
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,2,0.29,27,0,2,3,11,16.1,0,0,0,-,0,2,2,4
Ｖ・チャレンジリーグⅠ男子 2015/16,大分三好ヴァイセアドラー,12,31,18,8,0,44.4,44.44444444444444,0,0,0,-,,0.26,4,0.13,100,1,2,11,46,14.1,1,0,0,0.0,8,4,3,15
レギュラーラウンド,大分三好ヴァイセアドラー,12,31,18,8,0,44.4,44.44444444444444,0,0,0,-,,0.26,4,0.13,100,1,2,11,46,14.1,1,0,0,0.0,8,4,3,15
チャレンジマッチ男子2015/16,大分三好ヴァイセアドラー,2,4,0,0,0,-,,0,0,0,-,,-,0,-,8,0,0,1,3,9.4,0,0,0,-,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,4,0,0,0,-,,0,0,0,-,,-,0,-,8,0,0,1,3,9.4,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,108,346,83,35,2,42.2,39.75903614457831,4,0,1,0.0,-25.0,0.10,54,0.16,1161,19,29,122,323,8.5,10,1,0,10.0,35,54,48,137
通算,,112,357,83,35,2,42.2,39.75903614457831,4,0,1,0.0,-25.0,0.10,56,0.16,1196,19,31,126,337,8.6,10,1,0,10.0,35,56,50,141
