大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,7,4,14,6,2,42.9,28.57142857142857,6,3,0,50.0,50.0,1.50,1,0.25,5,0,0,2,3,5.0,1,1,0,100.0,6,1,0,7
レギュラーラウンド,サントリーサンバーズ,7,4,14,6,2,42.9,28.57142857142857,6,3,0,50.0,50.0,1.50,1,0.25,5,0,0,2,3,5.0,1,1,0,100.0,6,1,0,7
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,11,11,37,14,8,37.8,16.216216216216218,3,0,3,0.0,-100.0,1.27,0,-,13,0,0,5,3,-3.8,6,3,1,58.3,14,0,0,14
レギュラーラウンド,サントリーサンバーズ,6,6,16,6,3,37.5,18.75,0,0,0,-,,1.00,0,-,5,0,0,2,1,-5.0,3,2,0,66.7,6,0,0,6
ファイナル６,サントリーサンバーズ,5,5,21,8,5,38.1,14.285714285714285,3,0,3,0.0,-100.0,1.60,0,-,8,0,0,3,2,-3.1,3,1,1,50.0,8,0,0,8
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,22,6,1,0,0,0.0,0.0,0,0,0,-,,-,0,-,6,0,0,5,1,-16.7,1,0,1,50.0,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,20,5,0,0,0,-,,0,0,0,-,,-,0,-,6,0,0,5,1,-16.7,0,0,0,-,0,0,0,0
ファイナル６,サントリーサンバーズ,2,1,1,0,0,0.0,0.0,0,0,0,-,,-,0,-,0,0,0,0,0,-,1,0,1,50.0,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,サントリーサンバーズ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,34,15,30,12,5,40.0,23.333333333333332,6,3,0,50.0,50.0,0.80,1,0.07,16,0,0,9,5,-6.2,4,3,0,75.0,12,1,0,13
通算,,41,21,52,20,10,38.5,19.230769230769234,9,3,3,33.3,0.0,0.95,1,0.05,24,0,0,12,7,-5.2,8,4,2,62.5,20,1,0,21
