大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,25,90,219,122,12,55.7,50.2283105022831,0,0,0,-,,1.36,51,0.57,292,4,3,52,80,4.8,16,10,2,68.8,122,51,7,180
レギュラーラウンド,ウルフドッグス名古屋,25,90,219,122,12,55.7,50.2283105022831,0,0,0,-,,1.36,51,0.57,292,4,3,52,80,4.8,16,10,2,68.8,122,51,7,180
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,32,120,335,207,10,61.8,58.805970149253724,0,0,0,-,,1.73,69,0.57,348,8,4,69,74,3.8,11,5,3,59.1,207,69,12,288
レギュラーラウンド,豊田合成トレフェルサ,27,100,278,175,7,62.9,60.431654676258994,0,0,0,-,,1.75,58,0.58,307,7,4,61,61,3.6,11,5,3,59.1,175,58,11,244
ファイナル６,豊田合成トレフェルサ,5,20,57,32,3,56.1,50.877192982456144,0,0,0,-,,1.6,11,0.55,41,1,0,8,13,5.5,0,0,0,-,32,11,1,44
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,30,112,295,177,13,60.0,55.59322033898305,1,1,0,100.0,100.0,1.58,67,0.6,448,12,22,89,155,11.3,11,4,4,54.5,177,67,34,278
レギュラーラウンド,豊田合成トレフェルサ,20,76,202,115,10,56.9,51.98019801980198,0,0,0,-,,1.51,46,0.61,304,9,16,55,104,12.3,8,2,3,43.8,115,46,25,186
ファイナル６,豊田合成トレフェルサ,5,19,49,35,1,71.4,69.38775510204081,0,0,0,-,,1.84,8,0.42,72,1,4,15,26,10.8,1,1,0,100.0,35,8,5,48
ファイナル３,豊田合成トレフェルサ,3,9,28,17,2,60.7,53.57142857142857,1,1,0,100.0,100.0,1.89,9,1.0,42,1,0,11,14,4.2,0,0,0,-,17,9,1,27
ファイナル,豊田合成トレフェルサ,2,8,16,10,0,62.5,62.5,0,0,0,-,,1.25,4,0.5,30,1,2,8,11,12.5,2,1,1,75.0,10,4,3,17
天皇杯全日本選手権大会,,2,8,21,14,1,66.7,61.904761904761905,0,0,0,-,,1.75,7,0.88,29,1,2,11,4,4.3,2,0,1,25.0,14,7,3,24
レギュラーラウンド,,2,8,21,14,1,66.7,61.904761904761905,0,0,0,-,,1.75,7,0.88,29,1,2,11,4,4.3,2,0,1,25.0,14,7,3,24
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,31,107,208,129,10,62.0,57.21153846153846,4,0,0,0.0,0.0,1.21,74,0.69,375,13,12,80,126,14.4,6,5,0,83.3,129,74,25,228
レギュラーラウンド,豊田合成トレフェルサ,21,76,154,94,6,61.0,57.14285714285714,4,0,0,0.0,0.0,1.24,55,0.72,266,10,11,60,87,15.2,5,4,0,80.0,94,55,21,170
ファイナル６,豊田合成トレフェルサ,5,17,25,19,1,76.0,72.0,0,0,0,-,,1.12,10,0.59,60,2,1,9,28,16.3,0,0,0,-,19,10,3,32
ファイナル３,豊田合成トレフェルサ,3,7,18,11,1,61.1,55.55555555555556,0,0,0,-,,1.57,6,0.86,27,1,0,6,6,9.3,0,0,0,-,11,6,1,18
ファイナル,豊田合成トレフェルサ,2,7,11,5,2,45.5,27.27272727272727,0,0,0,-,,0.71,3,0.43,22,0,0,5,5,5.7,1,1,0,100.0,5,3,0,8
天皇杯全日本選手権大会,,2,9,23,17,0,73.9,73.91304347826086,0,0,0,-,,1.89,7,0.78,33,0,0,6,12,9.1,0,0,0,-,17,7,0,24
レギュラーラウンド,,2,9,23,17,0,73.9,73.91304347826086,0,0,0,-,,1.89,7,0.78,33,0,0,6,12,9.1,0,0,0,-,17,7,0,24
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,27,104,221,130,11,58.8,53.84615384615385,0,0,0,-,,1.25,56,0.54,368,8,5,65,138,12.6,17,12,0,70.6,130,56,13,199
レギュラーラウンド,豊田合成トレフェルサ,21,80,172,100,9,58.1,52.90697674418605,0,0,0,-,,1.25,47,0.59,285,7,5,47,110,13.5,16,11,0,68.8,100,47,12,159
