大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,27,58,130,41,6,31.5,26.923076923076923,2,0,0,0.0,0.0,0.71,6,0.1,83,0,1,9,17,3.6,215,87,56,53.5,41,6,1,48
レギュラーラウンド,ウルフドッグス名古屋,27,58,130,41,6,31.5,26.923076923076923,2,0,0,0.0,0.0,0.71,6,0.1,83,0,1,9,17,3.6,215,87,56,53.5,41,6,1,48
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,30,81,289,128,18,44.3,38.062283737024224,5,1,2,20.0,-20.0,1.58,20,0.25,273,4,7,39,64,6.3,525,214,126,52.8,128,20,11,159
レギュラーラウンド,豊田合成トレフェルサ,25,63,230,106,14,46.1,40.0,4,1,2,25.0,-25.0,1.68,16,0.25,216,3,4,31,55,6.0,391,154,96,51.7,106,16,7,129
ファイナル６,豊田合成トレフェルサ,5,18,59,22,4,37.3,30.508474576271187,1,0,0,0.0,0.0,1.22,4,0.22,57,1,3,8,9,7.5,134,60,30,56.0,22,4,4,30
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,31,106,215,74,14,34.4,27.906976744186046,2,0,1,0.0,-50.0,0.7,11,0.1,261,2,4,43,44,2.4,657,278,168,55.1,74,11,6,91
レギュラーラウンド,豊田合成トレフェルサ,21,71,158,58,8,36.7,31.645569620253166,1,0,0,0.0,0.0,0.82,7,0.1,167,2,2,27,30,2.8,394,177,95,57.0,58,7,4,69
ファイナル６,豊田合成トレフェルサ,5,19,23,8,0,34.8,34.78260869565217,0,0,0,-,,0.42,2,0.11,55,0,1,10,5,-0.5,124,46,33,50.4,8,2,1,11
ファイナル３,豊田合成トレフェルサ,3,9,16,2,3,12.5,-6.25,1,0,1,0.0,-100.0,0.22,1,0.11,24,0,0,4,4,0.0,78,30,21,51.9,2,1,0,3
ファイナル,豊田合成トレフェルサ,2,7,18,6,3,33.3,16.666666666666664,0,0,0,-,,0.86,1,0.14,15,0,1,2,5,11.7,61,25,19,56.6,6,1,1,8
天皇杯全日本選手権大会,,2,8,18,8,1,44.4,38.88888888888889,0,0,0,-,,1.0,1,0.12,18,0,0,4,4,0.0,53,13,27,50.0,8,1,0,9
レギュラーラウンド,,2,8,18,8,1,44.4,38.88888888888889,0,0,0,-,,1.0,1,0.12,18,0,0,4,4,0.0,53,13,27,50.0,8,1,0,9
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,8,27,70,29,6,41.4,32.857142857142854,0,0,0,-,,1.07,4,0.15,84,1,0,18,24,8.3,194,115,0,59.3,29,4,1,34
レギュラーラウンド,豊田合成トレフェルサ,8,27,70,29,6,41.4,32.857142857142854,0,0,0,-,,1.07,4,0.15,84,1,0,18,24,8.3,194,115,0,59.3,29,4,1,34
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,26,100,297,139,22,46.8,39.39393939393939,5,3,0,60.0,60.0,1.39,22,0.22,347,13,3,45,120,13.1,652,395,0,60.6,139,22,16,177
レギュラーラウンド,豊田合成トレフェルサ,20,76,226,105,16,46.5,39.38053097345133,5,3,0,60.0,60.0,1.38,12,0.16,261,10,2,32,89,13.0,491,303,0,61.7,105,12,12,129
ファイナル６,豊田合成トレフェルサ,5,19,58,27,4,46.6,39.6551724137931,0,0,0,-,,1.42,7,0.37,66,2,1,10,26,14.1,125,72,0,57.6,27,7,3,37
ファイナル,豊田合成トレフェルサ,1,5,13,7,2,53.8,38.46153846153847,0,0,0,-,,1.4,3,0.6,20,1,0,3,5,11.2,36,20,0,55.6,7,3,1,11
Ｖ・プレミアリーグ男子 2014/15,豊田合成トレフェルサ,27,112,357,147,23,41.2,34.73389355742297,1,0,0,0.0,0.0,1.31,15,0.13,379,4,6,53,111,9.6,927,579,0,62.5,147,15,10,172
レギュラーラウンド,豊田合成トレフェルサ,21,88,309,127,20,41.1,34.627831715210355,1,0,0,0.0,0.0,1.44,13,0.15,291,3,4,35,86,9.5,751,477,0,63.5,127,13,7,147
ファイナル６,豊田合成トレフェルサ,5,20,37,16,2,43.2,37.83783783783784,0,0,0,-,,0.8,1,0.05,73,0,2,15,22,9.7,145,81,0,55.9,16,1,2,19
ファイナル３,豊田合成トレフェルサ,1,4,11,4,1,36.4,27.27272727272727,0,0,0,-,,1.0,1,0.25,15,1,0,3,3,11.7,31,21,0,67.7,4,1,1,6
Ｖ・プレミアリーグ男子 2013/14,豊田合成トレフェルサ,25,90,507,208,33,41.0,34.51676528599605,7,1,2,14.3,-14.285714285714285,2.31,20,0.22,323,3,5,35,116,11.1,700,431,0,61.6,208,20,8,236
レギュラーラウンド,豊田合成トレフェルサ,25,90,507,208,33,41.0,34.51676528599605,7,1,2,14.3,-14.285714285714285,2.31,20,0.22,323,3,5,35,116,11.1,700,431,0,61.6,208,20,8,236
Ｖ・プレミアリーグ男子 2012/13,豊田合成トレフェルサ,27,19,99,35,6,35.4,29.292929292929294,9,2,3,22.2,-11.11111111111111,1.84,4,0.21,48,0,1,9,13,8.4,107,78,0,72.9,35,4,1,40
レギュラーラウンド,豊田合成トレフェルサ,27,19,99,35,6,35.4,29.292929292929294,9,2,3,22.2,-11.11111111111111,1.84,4,0.21,48,0,1,9,13,8.4,107,78,0,72.9,35,4,1,40
Ｖ・プレミアリーグ男子 2011/12,豊田合成トレフェルサ,19,14,70,26,5,37.1,30.0,2,0,1,0.0,-50.0,1.86,1,0.07,27,2,0,4,5,12.0,99,66,0,66.7,26,1,2,29
