大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,VC長野トライデンツ,9,12,11,4,0,36.4,36.36363636363637,0,0,0,-,,0.33,2,0.17,25,0,1,6,7,5.0,3,0,2,33.3,4,2,1,7
レギュラーラウンド,VC長野トライデンツ,9,12,11,4,0,36.4,36.36363636363637,0,0,0,-,,0.33,2,0.17,25,0,1,6,7,5.0,3,0,2,33.3,4,2,1,7
レギュラーシーズン通算,,9,12,11,4,0,36.4,36.36363636363637,0,0,0,-,,0.33,2,0.17,25,0,1,6,7,5.0,3,0,2,33.3,4,2,1,7
通算,,9,12,11,4,0,36.4,36.36363636363637,0,0,0,-,,0.33,2,0.17,25,0,1,6,7,5.0,3,0,2,33.3,4,2,1,7
