大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
Ｖ・チャレンジリーグⅠ男子 2016/17,大分三好ヴァイセアドラー,5,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,5,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2015/16,大分三好ヴァイセアドラー,11,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,11,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2014/15,大分三好ヴァイセアドラー,22,29,56,28,4,50.0,42.857142857142854,9,8,0,88.9,88.88888888888889,0.97,1,0.03,37,2,2,1,12,17.8,6,2,0,33.3,28,1,4,33
レギュラーラウンド,大分三好ヴァイセアドラー,22,29,56,28,4,50.0,42.857142857142854,9,8,0,88.9,88.88888888888889,0.97,1,0.03,37,2,2,1,12,17.8,6,2,0,33.3,28,1,4,33
チャレンジマッチ男子2014/15,大分三好ヴァイセアドラー,2,4,0,0,0,-,,0,0,0,-,,-,1,0.25,0,0,0,0,0,-,0,0,0,-,0,1,0,1
チャレンジマッチ,大分三好ヴァイセアドラー,2,4,0,0,0,-,,0,0,0,-,,-,1,0.25,0,0,0,0,0,-,0,0,0,-,0,1,0,1
Ｖ・チャレンジリーグ男子 2013/14,大分三好ヴァイセアドラー,7,6,18,8,3,44.4,27.77777777777778,1,1,0,100.0,100.0,1.33,1,0.17,7,0,0,0,5,17.9,7,3,0,42.9,8,1,0,9
レギュラーラウンド,大分三好ヴァイセアドラー,7,6,18,8,3,44.4,27.77777777777778,1,1,0,100.0,100.0,1.33,1,0.17,7,0,0,0,5,17.9,7,3,0,42.9,8,1,0,9
Ｖ・プレミアリーグ男子 2012/13,大分三好ヴァイセアドラー,28,11,8,4,1,50.0,37.5,1,0,1,0.0,-100.0,0.36,0,-,12,0,1,0,2,10.8,4,0,0,0.0,4,0,1,5
レギュラーラウンド,大分三好ヴァイセアドラー,28,11,8,4,1,50.0,37.5,1,0,1,0.0,-100.0,0.36,0,-,12,0,1,0,2,10.8,4,0,0,0.0,4,0,1,5
Ｖ・プレミアリーグ男子 2011/12,大分三好ヴァイセアドラー,12,7,2,0,1,0.0,-50.0,1,0,1,0.0,-100.0,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,12,7,2,0,1,0.0,-50.0,1,0,1,0.0,-100.0,-,0,-,3,0,0,0,1,8.3,0,0,0,-,0,0,0,0
チャレンジマッチ男子2011/12,大分三好ヴァイセアドラー,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,85,59,84,40,9,47.6,36.904761904761905,12,9,2,75.0,58.333333333333336,0.68,2,0.03,59,2,3,1,20,16.5,17,5,0,29.4,40,2,5,47
通算,,88,63,84,40,9,47.6,36.904761904761905,12,9,2,75.0,58.333333333333336,0.63,3,0.05,59,2,3,1,20,16.5,17,5,0,29.4,40,3,5,48
