大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,FC東京,23,40,3,2,0,66.7,66.66666666666666,1,0,0,0.0,0.0,0.05,2,0.05,43,0,0,4,6,1.2,1,0,0,0.0,2,2,0,4
レギュラーラウンド,FC東京,23,40,3,2,0,66.7,66.66666666666666,1,0,0,0.0,0.0,0.05,2,0.05,43,0,0,4,6,1.2,1,0,0,0.0,2,2,0,4
V.LEAGUE DIVISION1 MEN 2018-19,FC東京,27,33,26,16,2,61.5,53.84615384615385,0,0,0,-,,0.48,9,0.27,113,3,1,18,15,2.9,3,0,0,0.0,16,9,4,29
レギュラーラウンド,FC東京,27,33,26,16,2,61.5,53.84615384615385,0,0,0,-,,0.48,9,0.27,113,3,1,18,15,2.9,3,0,0,0.0,16,9,4,29
Ｖ・プレミアリーグ男子 2017/18,FC東京,12,35,13,10,0,76.9,76.92307692307693,0,0,0,-,,0.29,5,0.14,87,1,0,17,10,-0.9,1,0,0,0.0,10,5,1,16
レギュラーラウンド,FC東京,12,35,13,10,0,76.9,76.92307692307693,0,0,0,-,,0.29,5,0.14,87,1,0,17,10,-0.9,1,0,0,0.0,10,5,1,16
Ｖ・プレミアリーグ男子 2016/17,FC東京,11,42,18,10,1,55.6,50.0,0,0,0,-,,0.24,9,0.21,119,0,3,11,38,10.0,2,0,0,0.0,10,9,3,22
レギュラーラウンド,FC東京,11,42,18,10,1,55.6,50.0,0,0,0,-,,0.24,9,0.21,119,0,3,11,38,10.0,2,0,0,0.0,10,9,3,22
Ｖ・プレミアリーグ男子 2015/16,FC東京,14,36,25,16,0,64.0,64.0,0,0,0,-,,0.44,1,0.03,76,3,1,5,16,10.3,2,0,0,0.0,16,1,4,21
レギュラーラウンド,FC東京,14,36,25,16,0,64.0,64.0,0,0,0,-,,0.44,1,0.03,76,3,1,5,16,10.3,2,0,0,0.0,16,1,4,21
チャレンジマッチ男子2015/16,FC東京,2,3,3,3,0,100.0,100.0,0,0,0,-,,1.00,1,0.33,9,0,2,1,3,26.1,0,0,0,-,3,1,2,6
チャレンジマッチ,FC東京,2,3,3,3,0,100.0,100.0,0,0,0,-,,1.00,1,0.33,9,0,2,1,3,26.1,0,0,0,-,3,1,2,6
Ｖ・チャレンジリーグ男子 2014/15,大分三好ヴァイセアドラー,22,44,34,22,1,64.7,61.76470588235294,0,0,0,-,,0.50,11,0.25,127,1,5,11,43,12.4,1,0,0,0.0,22,11,6,39
レギュラーラウンド,大分三好ヴァイセアドラー,22,44,34,22,1,64.7,61.76470588235294,0,0,0,-,,0.50,11,0.25,127,1,5,11,43,12.4,1,0,0,0.0,22,11,6,39
チャレンジマッチ男子2014/15,大分三好ヴァイセアドラー,2,8,3,3,0,100.0,100.0,0,0,0,-,,0.38,4,0.50,25,0,1,1,10,13.2,1,0,0,0.0,3,4,1,8
チャレンジマッチ,大分三好ヴァイセアドラー,2,8,3,3,0,100.0,100.0,0,0,0,-,,0.38,4,0.50,25,0,1,1,10,13.2,1,0,0,0.0,3,4,1,8
Ｖ・チャレンジリーグ男子 2013/14,大分三好ヴァイセアドラー,20,78,82,45,4,54.9,50.0,3,0,1,0.0,-33.33333333333333,0.58,27,0.35,221,3,5,54,67,10.7,1,0,0,0.0,45,27,8,80
レギュラーラウンド,大分三好ヴァイセアドラー,20,78,82,45,4,54.9,50.0,3,0,1,0.0,-33.33333333333333,0.58,27,0.35,221,3,5,54,67,10.7,1,0,0,0.0,45,27,8,80
チャレンジマッチ男子2013/14,大分三好ヴァイセアドラー,2,6,2,0,1,0.0,-50.0,0,0,0,-,,-,0,-,15,0,0,4,5,8.3,1,1,0,100.0,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,2,0,1,0.0,-50.0,0,0,0,-,,-,0,-,15,0,0,4,5,8.3,1,1,0,100.0,0,0,0,0
Ｖ・プレミアリーグ男子 2012/13,大分三好ヴァイセアドラー,28,94,59,33,4,55.9,49.152542372881356,0,0,0,-,,0.35,10,0.11,296,0,8,24,109,11.4,4,0,0,0.0,33,10,8,51
レギュラーラウンド,大分三好ヴァイセアドラー,28,94,59,33,4,55.9,49.152542372881356,0,0,0,-,,0.35,10,0.11,296,0,8,24,109,11.4,4,0,0,0.0,33,10,8,51
チャレンジマッチ男子2012/13,大分三好ヴァイセアドラー,2,6,2,2,0,100.0,100.0,0,0,0,-,,0.33,2,0.33,22,0,0,2,10,11.4,0,0,0,-,2,2,0,4
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,2,2,0,100.0,100.0,0,0,0,-,,0.33,2,0.33,22,0,0,2,10,11.4,0,0,0,-,2,2,0,4
Ｖ・プレミアリーグ男子 2011/12,大分三好ヴァイセアドラー,21,81,46,15,4,32.6,23.91304347826087,3,0,2,0.0,-66.66666666666666,0.19,12,0.15,245,1,4,30,73,9.2,2,0,0,0.0,15,12,5,32
レギュラーラウンド,大分三好ヴァイセアドラー,21,81,46,15,4,32.6,23.91304347826087,3,0,2,0.0,-66.66666666666666,0.19,12,0.15,245,1,4,30,73,9.2,2,0,0,0.0,15,12,5,32
チャレンジマッチ男子2011/12,大分三好ヴァイセアドラー,2,7,6,3,0,50.0,50.0,0,0,0,-,,0.43,0,-,31,0,0,4,9,7.3,0,0,0,-,3,0,0,3
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,6,3,0,50.0,50.0,0,0,0,-,,0.43,0,-,31,0,0,4,9,7.3,0,0,0,-,3,0,0,3
Ｖ・プレミアリーグ男子 2010/11,大分三好ヴァイセアドラー,20,69,44,30,2,68.2,63.63636363636363,2,1,0,50.0,50.0,0.43,17,0.25,218,1,3,16,61,8.6,5,2,0,40.0,30,17,4,51
レギュラーラウンド,大分三好ヴァイセアドラー,20,69,44,30,2,68.2,63.63636363636363,2,1,0,50.0,50.0,0.43,17,0.25,218,1,3,16,61,8.6,5,2,0,40.0,30,17,4,51
レギュラーシーズン通算,,198,552,350,199,18,56.9,51.714285714285715,9,1,3,11.1,-22.22222222222222,0.36,103,0.19,1545,13,30,190,438,6.8,22,2,0,9.1,199,103,43,345
通算,,208,582,366,210,19,57.4,52.18579234972678,9,1,3,11.1,-22.22222222222222,0.36,110,0.19,1647,13,33,202,475,6.9,24,3,0,12.5,210,110,46,366
