大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,JTサンダーズ広島,16,15,3,1,0,33.3,33.33333333333333,0,0,0,-,,0.07,0,-,16,0,1,2,3,7.8,2,0,0,0.0,1,0,1,2
レギュラーラウンド,JTサンダーズ広島,15,15,3,1,0,33.3,33.33333333333333,0,0,0,-,,0.07,0,-,16,0,1,2,3,7.8,2,0,0,0.0,1,0,1,2
GAME2（4位決定戦）,JTサンダーズ広島,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,JTサンダーズ,28,61,0,0,0,-,,0,0,0,-,,-,0,-,79,0,2,7,15,5.1,5,1,1,30.0,0,0,2,2
レギュラーラウンド,JTサンダーズ,19,33,0,0,0,-,,0,0,0,-,,-,0,-,44,0,1,3,11,6.8,4,1,1,37.5,0,0,1,1
ファイナル６,JTサンダーズ,5,17,0,0,0,-,,0,0,0,-,,-,0,-,21,0,0,3,3,0.0,1,0,0,0.0,0,0,0,0
ファイナル３,JTサンダーズ,2,6,0,0,0,-,,0,0,0,-,,-,0,-,9,0,1,0,1,13.9,0,0,0,-,0,0,1,1
ファイナル,JTサンダーズ,2,5,0,0,0,-,,0,0,0,-,,-,0,-,5,0,0,1,0,-5.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,JTサンダーズ,26,36,13,7,0,53.8,53.84615384615385,0,0,0,-,,0.19,0,-,31,0,0,2,3,0.8,57,20,14,47.4,7,0,0,7
レギュラーラウンド,JTサンダーズ,18,28,8,4,0,50.0,50.0,0,0,0,-,,0.14,0,-,24,0,0,2,2,0.0,40,17,9,53.8,4,0,0,4
ファイナル６,JTサンダーズ,5,6,2,1,0,50.0,50.0,0,0,0,-,,0.17,0,-,7,0,0,0,1,3.6,12,2,4,33.3,1,0,0,1
ファイナル３,JTサンダーズ,3,2,3,2,0,66.7,66.66666666666666,0,0,0,-,,1.00,0,-,0,0,0,0,0,-,5,1,1,30.0,2,0,0,2
Ｖ・プレミアリーグ男子 2016/17,JTサンダーズ,21,32,1,1,0,100.0,100.0,0,0,0,-,,0.03,0,-,5,0,0,0,2,10.0,104,66,0,63.5,1,0,0,1
レギュラーラウンド,JTサンダーズ,21,32,1,1,0,100.0,100.0,0,0,0,-,,0.03,0,-,5,0,0,0,2,10.0,104,66,0,63.5,1,0,0,1
チャレンジマッチ男子2016/17,JTサンダーズ,2,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
チャレンジマッチ,JTサンダーズ,2,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,1,0,50.0,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,JTサンダーズ,26,15,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,26,17,0,65.4,0,0,0,0
レギュラーラウンド,JTサンダーズ,21,15,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,26,17,0,65.4,0,0,0,0
ファイナル６,JTサンダーズ,5,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
日韓V.LEAGUE TOP MATCH 男子2015,,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
日韓V.LEAGUE TOP MATCH,,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,JTサンダーズ,27,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,18,5,0,27.8,0,0,0,0
レギュラーラウンド,JTサンダーズ,21,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,JTサンダーズ,5,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,18,5,0,27.8,0,0,0,0
ファイナル,JTサンダーズ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2012/13,つくばユナイテッドSunGAIA,16,52,284,122,22,43.0,35.2112676056338,16,4,4,25.0,0.0,2.35,12,0.23,204,6,7,32,49,11.7,407,275,0,67.6,122,12,13,147
レギュラーラウンド,つくばユナイテッドSunGAIA,16,52,284,122,22,43.0,35.2112676056338,16,4,4,25.0,0.0,2.35,12,0.23,204,6,7,32,49,11.7,407,275,0,67.6,122,12,13,147
チャレンジマッチ男子2012/13,つくばユナイテッドSunGAIA,2,9,35,15,1,42.9,40.0,1,1,0,100.0,100.0,1.67,1,0.11,35,1,1,7,10,12.3,97,66,0,68.0,15,1,2,18
チャレンジマッチ,つくばユナイテッドSunGAIA,2,9,35,15,1,42.9,40.0,1,1,0,100.0,100.0,1.67,1,0.11,35,1,1,7,10,12.3,97,66,0,68.0,15,1,2,18
Ｖ・チャレンジリーグ男子 2011/12,つくばユナイテッドSunGAIA,14,24,40,25,2,62.5,57.49999999999999,1,1,0,100.0,100.0,1.04,2,0.08,56,2,4,6,20,18.2,135,97,0,71.9,25,2,6,33
レギュラーラウンド,つくばユナイテッドSunGAIA,9,14,23,15,0,65.2,65.21739130434783,0,0,0,-,,1.07,1,0.07,35,1,3,4,9,16.1,71,55,0,77.5,15,1,4,20
上位リーグ,つくばユナイテッドSunGAIA,5,10,17,10,2,58.8,47.05882352941176,1,1,0,100.0,100.0,1.00,1,0.10,21,1,1,2,11,21.7,64,42,0,65.6,10,1,2,13
チャレンジマッチ男子2011/12,つくばユナイテッドSunGAIA,2,4,0,0,0,-,,0,0,0,-,,-,0,-,6,0,0,3,1,4.2,0,0,0,-,0,0,0,0
チャレンジマッチ,つくばユナイテッドSunGAIA,2,4,0,0,0,-,,0,0,0,-,,-,0,-,6,0,0,3,1,4.2,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグ男子 2010/11,つくばユナイテッドSunGAIA,14,16,56,22,4,39.3,32.142857142857146,1,0,0,0.0,0.0,1.38,3,0.19,44,1,1,13,12,10.9,105,65,0,61.9,22,3,2,27
レギュラーラウンド,つくばユナイテッドSunGAIA,14,16,56,22,4,39.3,32.142857142857146,1,0,0,0.0,0.0,1.38,3,0.19,44,1,1,13,12,10.9,105,65,0,61.9,22,3,2,27
レギュラーシーズン通算,,154,205,375,165,26,44.0,37.06666666666666,17,4,4,23.5,0.0,0.80,16,0.08,372,8,13,56,88,7.8,759,496,10,66.0,165,16,21,202
通算,,195,270,432,193,29,44.7,37.96296296296296,19,6,4,31.6,10.526315789473683,0.71,18,0.07,476,10,16,72,115,7.7,958,613,15,64.8,193,18,26,237
