大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
Ｖ・チャレンジリーグⅠ男子 2017/18,大分三好ヴァイセアドラー,13,5,0,0,0,-,,0,0,0,-,,-,0,-,8,0,1,2,1,9.4,0,0,0,-,0,0,1,1
レギュラーラウンド,大分三好ヴァイセアドラー,13,5,0,0,0,-,,0,0,0,-,,-,0,-,8,0,1,2,1,9.4,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグ男子 2014/15,大分三好ヴァイセアドラー,3,9,0,0,0,-,,0,0,0,-,,-,0,-,18,1,0,2,7,15.3,0,0,0,-,0,0,1,1
レギュラーラウンド,大分三好ヴァイセアドラー,3,9,0,0,0,-,,0,0,0,-,,-,0,-,18,1,0,2,7,15.3,0,0,0,-,0,0,1,1
チャレンジマッチ男子2014/15,大分三好ヴァイセアドラー,2,9,0,0,0,-,,0,0,0,-,,-,0,-,13,0,1,1,7,19.6,0,0,0,-,0,0,1,1
チャレンジマッチ,大分三好ヴァイセアドラー,2,9,0,0,0,-,,0,0,0,-,,-,0,-,13,0,1,1,7,19.6,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグ男子 2013/14,大分三好ヴァイセアドラー,15,45,9,3,1,33.3,22.22222222222222,1,0,0,0.0,0.0,0.07,0,-,65,3,2,11,25,16.7,2,0,0,0.0,3,0,5,8
レギュラーラウンド,大分三好ヴァイセアドラー,15,45,9,3,1,33.3,22.22222222222222,1,0,0,0.0,0.0,0.07,0,-,65,3,2,11,25,16.7,2,0,0,0.0,3,0,5,8
チャレンジマッチ男子2013/14,大分三好ヴァイセアドラー,2,6,0,0,0,-,,0,0,0,-,,-,0,-,7,0,0,1,2,7.1,0,0,0,-,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,0,0,0,-,,0,0,0,-,,-,0,-,7,0,0,1,2,7.1,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,31,59,9,3,1,33.3,22.22222222222222,1,0,0,0.0,0.0,0.05,0,-,91,4,3,15,33,12.6,2,0,0,0.0,3,0,7,10
通算,,35,74,9,3,1,33.3,22.22222222222222,1,0,0,0.0,0.0,0.04,0,-,111,4,4,17,42,12.8,2,0,0,0.0,3,0,8,11
