大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,FC東京,25,80,394,155,31,39.3,31.472081218274113,53,22,7,41.5,28.30188679245283,1.94,23,0.29,182,3,0,30,44,3.6,201,62,55,44.5,155,23,3,181
レギュラーラウンド,FC東京,25,80,394,155,31,39.3,31.472081218274113,53,22,7,41.5,28.30188679245283,1.94,23,0.29,182,3,0,30,44,3.6,201,62,55,44.5,155,23,3,181
V.LEAGUE DIVISION1 MEN 2018-19,FC東京,27,89,629,281,44,44.7,37.67885532591415,148,74,15,50.0,39.86486486486486,3.16,22,0.25,267,8,4,61,67,5.1,43,10,14,39.5,281,22,12,315
レギュラーラウンド,FC東京,27,89,629,281,44,44.7,37.67885532591415,148,74,15,50.0,39.86486486486486,3.16,22,0.25,267,8,4,61,67,5.1,43,10,14,39.5,281,22,12,315
Ｖ・プレミアリーグ男子 2017/18,FC東京,17,62,380,171,24,45.0,38.68421052631579,13,6,4,46.2,15.384615384615385,2.76,16,0.26,198,4,5,48,46,4.3,306,93,94,45.8,171,16,9,196
レギュラーラウンド,FC東京,17,62,380,171,24,45.0,38.68421052631579,13,6,4,46.2,15.384615384615385,2.76,16,0.26,198,4,5,48,46,4.3,306,93,94,45.8,171,16,9,196
Ｖ・プレミアリーグ男子 2016/17,FC東京,20,67,480,218,33,45.4,38.54166666666667,79,40,7,50.6,41.77215189873418,3.25,18,0.27,261,8,8,72,69,12.1,241,87,0,36.1,218,18,16,252
レギュラーラウンド,FC東京,20,67,480,218,33,45.4,38.54166666666667,79,40,7,50.6,41.77215189873418,3.25,18,0.27,261,8,8,72,69,12.1,241,87,0,36.1,218,18,16,252
チャレンジマッチ男子2016/17,FC東京,2,7,47,27,4,57.4,48.93617021276596,11,7,0,63.6,63.63636363636363,3.86,1,0.14,38,1,3,8,16,19.5,31,7,0,22.6,27,1,4,32
チャレンジマッチ,FC東京,2,7,47,27,4,57.4,48.93617021276596,11,7,0,63.6,63.63636363636363,3.86,1,0.14,38,1,3,8,16,19.5,31,7,0,22.6,27,1,4,32
Ｖ・プレミアリーグ男子 2015/16,FC東京,16,59,359,161,26,44.8,37.60445682451253,114,42,17,36.8,21.929824561403507,2.73,20,0.34,173,4,6,29,65,14.5,19,13,0,68.4,161,20,10,191
レギュラーラウンド,FC東京,16,59,359,161,26,44.8,37.60445682451253,114,42,17,36.8,21.929824561403507,2.73,20,0.34,173,4,6,29,65,14.5,19,13,0,68.4,161,20,10,191
チャレンジマッチ男子2015/16,FC東京,2,7,53,25,5,47.2,37.735849056603776,25,11,3,44.0,32.0,3.57,4,0.57,38,0,7,6,17,25.9,0,0,0,-,25,4,7,36
チャレンジマッチ,FC東京,2,7,53,25,5,47.2,37.735849056603776,25,11,3,44.0,32.0,3.57,4,0.57,38,0,7,6,17,25.9,0,0,0,-,25,4,7,36
Ｖ・プレミアリーグ男子 2014/15,FC東京,21,72,553,238,43,43.0,35.2622061482821,83,35,11,42.2,28.915662650602407,3.31,18,0.25,244,1,7,68,103,13.3,242,118,0,48.8,238,18,8,264
レギュラーラウンド,FC東京,21,72,553,238,43,43.0,35.2622061482821,83,35,11,42.2,28.915662650602407,3.31,18,0.25,244,1,7,68,103,13.3,242,118,0,48.8,238,18,8,264
チャレンジマッチ男子2014/15,FC東京,2,8,52,23,2,44.2,40.38461538461539,8,2,1,25.0,12.5,2.88,1,0.12,34,1,3,5,15,21.0,11,4,0,36.4,23,1,4,28
チャレンジマッチ,FC東京,2,8,52,23,2,44.2,40.38461538461539,8,2,1,25.0,12.5,2.88,1,0.12,34,1,3,5,15,21.0,11,4,0,36.4,23,1,4,28
Ｖ・プレミアリーグ男子 2013/14,FC東京,20,52,359,155,40,43.2,32.03342618384401,68,32,13,47.1,27.941176470588236,2.98,17,0.33,151,2,2,34,62,12.6,130,52,0,40.0,155,17,4,176
レギュラーラウンド,FC東京,20,52,359,155,40,43.2,32.03342618384401,68,32,13,47.1,27.941176470588236,2.98,17,0.33,151,2,2,34,62,12.6,130,52,0,40.0,155,17,4,176
チャレンジマッチ男子2013/14,FC東京,2,6,34,19,6,55.9,38.23529411764706,7,1,4,14.3,-42.857142857142854,3.17,7,1.17,31,1,3,6,8,17.4,17,4,0,23.5,19,7,4,30
チャレンジマッチ,FC東京,2,6,34,19,6,55.9,38.23529411764706,7,1,4,14.3,-42.857142857142854,3.17,7,1.17,31,1,3,6,8,17.4,17,4,0,23.5,19,7,4,30
Ｖ・プレミアリーグ男子 2012/13,FC東京,24,79,516,214,57,41.5,30.426356589147286,107,42,17,39.3,23.364485981308412,2.71,39,0.49,260,6,12,88,89,14.6,85,34,0,40.0,214,39,18,271
レギュラーラウンド,FC東京,24,79,516,214,57,41.5,30.426356589147286,107,42,17,39.3,23.364485981308412,2.71,39,0.49,260,6,12,88,89,14.6,85,34,0,40.0,214,39,18,271
チャレンジマッチ男子2012/13,FC東京,2,9,57,29,5,50.9,42.10526315789473,6,4,2,66.7,33.33333333333333,3.22,3,0.33,30,0,2,8,9,12.8,1,0,0,0.0,29,3,2,34
チャレンジマッチ,FC東京,2,9,57,29,5,50.9,42.10526315789473,6,4,2,66.7,33.33333333333333,3.22,3,0.33,30,0,2,8,9,12.8,1,0,0,0.0,29,3,2,34
Ｖ・プレミアリーグ男子 2011/12,FC東京,21,83,542,243,51,44.8,35.42435424354243,128,60,17,46.9,33.59375,2.93,37,0.45,269,17,15,79,89,19.1,63,32,0,50.8,243,37,32,312
レギュラーラウンド,FC東京,21,83,542,243,51,44.8,35.42435424354243,128,60,17,46.9,33.59375,2.93,37,0.45,269,17,15,79,89,19.1,63,32,0,50.8,243,37,32,312
Ｖ・プレミアリーグ男子 2010/11,FC東京,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,FC東京,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,192,645,4212,1836,349,43.6,35.30389363722697,793,353,108,44.5,30.895334174022697,2.85,210,0.33,2005,53,59,509,634,7.1,1330,501,163,43.8,1836,210,112,2158
通算,,202,682,4455,1959,371,44.0,35.64534231200898,850,378,118,44.5,30.58823529411765,2.87,226,0.33,2176,56,77,542,699,7.9,1390,516,163,43.0,1959,226,133,2318
