大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,24,79,482,218,33,45.2,38.38174273858922,135,76,9,56.3,49.629629629629626,2.76,34,0.43,303,6,11,64,90,7.8,302,86,82,42.1,218,34,17,269
レギュラーラウンド,サントリーサンバーズ,21,68,419,197,29,47.0,40.09546539379475,120,71,7,59.2,53.333333333333336,2.9,29,0.43,264,4,11,56,84,8.3,274,79,75,42.5,197,29,15,241
GAME1（5位決定戦）,サントリーサンバーズ,1,3,19,7,1,36.8,31.57894736842105,5,1,0,20.0,20.0,2.33,0,-,16,1,0,3,2,4.7,14,6,3,53.6,7,0,1,8
GAME2（4位決定戦）,サントリーサンバーズ,1,4,22,7,1,31.8,27.27272727272727,5,2,1,40.0,20.0,1.75,1,0.25,11,1,0,2,1,6.8,8,1,2,25.0,7,1,1,9
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,22,7,2,31.8,22.727272727272727,5,2,1,40.0,20.0,1.75,4,1.00,12,0,0,3,3,0.0,6,0,2,16.7,7,4,0,11
レギュラーシーズン通算,,21,68,419,197,29,47.0,40.09546539379475,120,71,7,59.2,53.333333333333336,2.9,29,0.43,264,4,11,56,84,8.3,274,79,75,42.5,197,29,15,241
通算,,24,79,482,218,33,45.2,38.38174273858922,135,76,9,56.3,49.629629629629626,2.76,34,0.43,303,6,11,64,90,7.8,302,86,82,42.1,218,34,17,269
