大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,東レアローズ,23,65,0,0,0,-,,0,0,0,-,,-,0,-,75,4,0,17,16,5.0,0,0,0,-,0,0,4,4
レギュラーラウンド,東レアローズ,23,65,0,0,0,-,,0,0,0,-,,-,0,-,75,4,0,17,16,5.0,0,0,0,-,0,0,4,4
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,34,104,151,65,12,43.0,35.099337748344375,23,15,2,65.2,56.52173913043478,0.62,6,0.06,253,10,10,49,87,11.7,164,45,37,38.7,65,6,20,91
レギュラーラウンド,東レアローズ,27,80,139,59,10,42.4,35.25179856115108,22,15,1,68.2,63.63636363636363,0.74,6,0.07,216,7,9,41,76,11.5,150,41,33,38.3,59,6,16,81
ファイナル６,東レアローズ,5,18,12,6,2,50.0,33.33333333333333,1,0,1,0.0,-100.0,0.33,0,-,30,3,1,6,10,16.7,14,4,4,42.9,6,0,4,10
ファイナル３,東レアローズ,2,6,0,0,0,-,,0,0,0,-,,-,0,-,7,0,0,2,1,-3.6,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,東レアローズ,26,99,409,172,27,42.1,35.45232273838631,76,43,4,56.6,51.31578947368421,1.74,11,0.11,331,14,14,42,114,13.9,345,141,86,53.3,172,11,28,211
レギュラーラウンド,東レアローズ,21,78,353,151,22,42.8,36.54390934844193,67,38,3,56.7,52.23880597014925,1.94,11,0.14,276,10,10,37,92,12.2,302,123,76,53.3,151,11,20,182
ファイナル６,東レアローズ,5,21,56,21,5,37.5,28.57142857142857,9,5,1,55.6,44.44444444444444,1.00,0,-,55,4,4,5,22,22.3,43,18,10,53.5,21,0,8,29
天皇杯全日本選手権大会,,1,5,36,15,4,41.7,30.555555555555557,4,2,1,50.0,25.0,3.00,0,-,14,0,0,2,2,0.0,28,10,11,55.4,15,0,0,15
