大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,大分三好ヴァイセアドラー,27,67,241,105,23,43.6,34.024896265560166,110,47,10,42.7,33.63636363636363,1.57,1,0.01,133,3,2,34,23,1.7,8,3,1,43.8,105,1,5,111
レギュラーラウンド,大分三好ヴァイセアドラー,27,67,241,105,23,43.6,34.024896265560166,110,47,10,42.7,33.63636363636363,1.57,1,0.01,133,3,2,34,23,1.7,8,3,1,43.8,105,1,5,111
V.LEAGUE DIVISION1 MEN 2018-19,大分三好ヴァイセアドラー,27,81,61,24,4,39.3,32.78688524590164,20,7,1,35.0,30.0,0.30,1,0.01,108,2,0,23,21,1.4,17,6,5,50.0,24,1,2,27
レギュラーラウンド,大分三好ヴァイセアドラー,27,81,61,24,4,39.3,32.78688524590164,20,7,1,35.0,30.0,0.30,1,0.01,108,2,0,23,21,1.4,17,6,5,50.0,24,1,2,27
Ｖ・チャレンジリーグⅠ男子 2017/18,大分三好ヴァイセアドラー,21,61,221,111,16,50.2,42.98642533936652,32,14,6,43.8,25.0,1.82,5,0.08,193,4,8,34,55,8.9,189,57,61,46.3,111,5,12,128
レギュラーラウンド,大分三好ヴァイセアドラー,21,61,221,111,16,50.2,42.98642533936652,32,14,6,43.8,25.0,1.82,5,0.08,193,4,8,34,55,8.9,189,57,61,46.3,111,5,12,128
Ｖ・チャレンジリーグⅠ男子 2016/17,大分三好ヴァイセアドラー,21,39,50,28,2,56.0,52.0,4,3,1,75.0,50.0,0.72,0,-,75,4,1,18,29,16.1,22,8,0,36.4,28,0,5,33
レギュラーラウンド,大分三好ヴァイセアドラー,21,39,50,28,2,56.0,52.0,4,3,1,75.0,50.0,0.72,0,-,75,4,1,18,29,16.1,22,8,0,36.4,28,0,5,33
チャレンジマッチ男子2016/17,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,0,-,10,2,0,4,4,30.0,0,0,0,-,0,0,2,2
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,0,-,10,2,0,4,4,30.0,0,0,0,-,0,0,2,2
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,9,24,121,62,6,51.2,46.28099173553719,20,10,2,50.0,40.0,2.58,2,0.08,86,4,5,24,38,20.3,46,12,0,26.1,62,2,9,73
レギュラーラウンド,近畿クラブスフィーダ,9,24,121,62,6,51.2,46.28099173553719,20,10,2,50.0,40.0,2.58,2,0.08,86,4,5,24,38,20.3,46,12,0,26.1,62,2,9,73
Ｖ・チャレンジリーグ男子 2014/15,近畿クラブスフィーダ,10,30,158,56,16,35.4,25.31645569620253,20,5,5,25.0,0.0,1.87,6,0.20,71,2,1,21,21,11.3,37,11,0,29.7,56,6,3,65
レギュラーラウンド,近畿クラブスフィーダ,10,30,158,56,16,35.4,25.31645569620253,20,5,5,25.0,0.0,1.87,6,0.20,71,2,1,21,21,11.3,37,11,0,29.7,56,6,3,65
Ｖ・チャレンジリーグ男子 2013/14,近畿クラブスフィーダ,12,38,239,96,24,40.2,30.125523012552303,78,27,9,34.6,23.076923076923077,2.53,7,0.18,97,2,5,21,32,14.4,1,0,0,0.0,96,7,7,110
レギュラーラウンド,近畿クラブスフィーダ,12,38,239,96,24,40.2,30.125523012552303,78,27,9,34.6,23.076923076923077,2.53,7,0.18,97,2,5,21,32,14.4,1,0,0,0.0,96,7,7,110
Ｖ・チャレンジリーグ男子 2012/13,近畿クラブスフィーダ,18,54,330,124,41,37.6,25.151515151515152,108,36,23,33.3,12.037037037037036,2.30,9,0.17,138,5,5,42,37,13.2,4,3,0,75.0,124,9,10,143
レギュラーラウンド,近畿クラブスフィーダ,18,54,330,124,41,37.6,25.151515151515152,108,36,23,33.3,12.037037037037036,2.30,9,0.17,138,5,5,42,37,13.2,4,3,0,75.0,124,9,10,143
レギュラーシーズン通算,,145,394,1421,606,132,42.6,33.35679099225897,392,149,57,38.0,23.46938775510204,1.54,31,0.08,901,26,27,217,256,7.0,324,100,67,41.2,606,31,53,690
通算,,147,401,1421,606,132,42.6,33.35679099225897,392,149,57,38.0,23.46938775510204,1.51,31,0.08,911,28,27,221,260,7.1,324,100,67,41.2,606,31,55,692
