大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,JTサンダーズ広島,28,98,45,27,2,60.0,55.55555555555556,1,0,0,0.0,0.0,0.28,23,0.23,467,9,10,30,110,8.4,11,0,1,4.5,27,23,19,69
レギュラーラウンド,JTサンダーズ広島,27,94,43,26,2,60.5,55.81395348837209,1,0,0,0.0,0.0,0.28,23,0.24,454,9,10,29,107,8.5,9,0,1,5.6,26,23,19,68
GAME2（4位決定戦）,JTサンダーズ広島,1,4,2,1,0,50.0,50.0,0,0,0,-,,0.25,0,-,13,0,0,1,3,3.8,2,0,0,0.0,1,0,0,1
V.LEAGUE DIVISION1 MEN 2018-19,JTサンダーズ,36,133,35,16,1,45.7,42.857142857142854,1,0,0,0.0,0.0,0.12,47,0.35,603,5,8,41,137,6.1,14,0,1,3.6,16,47,13,76
レギュラーラウンド,JTサンダーズ,27,98,27,13,0,48.1,48.148148148148145,1,0,0,0.0,0.0,0.13,37,0.38,447,5,7,32,102,6.6,10,0,1,5.0,13,37,12,62
ファイナル６,JTサンダーズ,5,18,4,1,1,25.0,0.0,0,0,0,-,,0.06,6,0.33,79,0,0,3,23,6.3,3,0,0,0.0,1,6,0,7
ファイナル３,JTサンダーズ,2,9,2,2,0,100.0,100.0,0,0,0,-,,0.22,0,-,38,0,0,2,4,1.3,1,0,0,0.0,2,0,0,2
ファイナル,JTサンダーズ,2,8,2,0,0,0.0,0.0,0,0,0,-,,-,4,0.50,39,0,1,4,8,5.1,0,0,0,-,0,4,1,5
Ｖ・プレミアリーグ男子 2017/18,JTサンダーズ,29,110,22,12,2,54.5,45.45454545454545,2,0,0,0.0,0.0,0.11,35,0.32,456,11,9,20,94,8.4,2,0,1,25.0,12,35,20,67
レギュラーラウンド,JTサンダーズ,21,81,18,9,2,50.0,38.88888888888889,2,0,0,0.0,0.0,0.11,22,0.27,342,7,7,17,68,7.8,1,0,1,50.0,9,22,14,45
ファイナル６,JTサンダーズ,5,20,2,1,0,50.0,50.0,0,0,0,-,,0.05,11,0.55,85,3,2,0,19,11.5,1,0,0,0.0,1,11,5,17
ファイナル３,JTサンダーズ,3,9,2,2,0,100.0,100.0,0,0,0,-,,0.22,2,0.22,29,1,0,3,7,6.9,0,0,0,-,2,2,1,5
Ｖ・プレミアリーグ男子 2016/17,JTサンダーズ,21,76,16,7,2,43.8,31.25,0,0,0,-,,0.09,21,0.28,282,3,8,12,94,11.7,3,0,0,0.0,7,21,11,39
レギュラーラウンド,JTサンダーズ,21,76,16,7,2,43.8,31.25,0,0,0,-,,0.09,21,0.28,282,3,8,12,94,11.7,3,0,0,0.0,7,21,11,39
チャレンジマッチ男子2016/17,JTサンダーズ,2,7,1,1,0,100.0,100.0,0,0,0,-,,0.14,5,0.71,41,0,3,2,26,21.7,0,0,0,-,1,5,3,9
チャレンジマッチ,JTサンダーズ,2,7,1,1,0,100.0,100.0,0,0,0,-,,0.14,5,0.71,41,0,3,2,26,21.7,0,0,0,-,1,5,3,9
Ｖ・プレミアリーグ男子 2015/16,JTサンダーズ,26,105,32,14,1,43.8,40.625,0,0,0,-,,0.13,35,0.33,392,2,2,27,141,9.9,5,0,0,0.0,14,35,4,53
レギュラーラウンド,JTサンダーズ,21,84,24,11,0,45.8,45.83333333333333,0,0,0,-,,0.13,28,0.33,319,2,2,20,120,10.5,4,0,0,0.0,11,28,4,43
ファイナル６,JTサンダーズ,5,21,8,3,1,37.5,25.0,0,0,0,-,,0.14,7,0.33,73,0,0,7,21,7.2,1,0,0,0.0,3,7,0,10
日韓V.LEAGUE TOP MATCH 男子2015,,1,5,0,0,0,-,,0,0,0,-,,-,2,0.40,12,1,0,0,4,16.7,0,0,0,-,0,2,1,3
日韓V.LEAGUE TOP MATCH,,1,5,0,0,0,-,,0,0,0,-,,-,2,0.40,12,1,0,0,4,16.7,0,0,0,-,0,2,1,3
Ｖ・プレミアリーグ男子 2014/15,JTサンダーズ,27,90,13,5,0,38.5,38.46153846153847,1,0,0,0.0,0.0,0.06,39,0.43,338,1,5,11,92,8.3,7,0,0,0.0,5,39,6,50
レギュラーラウンド,JTサンダーズ,21,71,11,5,0,45.5,45.45454545454545,1,0,0,0.0,0.0,0.07,33,0.46,274,1,4,10,70,7.9,5,0,0,0.0,5,33,5,43
ファイナル６,JTサンダーズ,5,16,2,0,0,0.0,0.0,0,0,0,-,,-,5,0.31,47,0,0,1,19,10.1,2,0,0,0.0,0,5,0,5
ファイナル,JTサンダーズ,1,3,0,0,0,-,,0,0,0,-,,-,1,0.33,17,0,1,0,3,9.1,0,0,0,-,0,1,1,2
Ｖ・プレミアリーグ男子 2013/14,JTサンダーズ,27,29,1,0,0,0.0,0.0,0,0,0,-,,-,10,0.34,76,0,1,1,22,8.3,0,0,0,-,0,10,1,11
レギュラーラウンド,JTサンダーズ,23,21,0,0,0,-,,0,0,0,-,,-,9,0.43,57,0,0,1,16,7.0,0,0,0,-,0,9,0,9
セミファイナルラウンド,JTサンダーズ,3,5,1,0,0,0.0,0.0,0,0,0,-,,-,1,0.20,12,0,1,0,5,17.1,0,0,0,-,0,1,1,2
ファイナルラウンド,JTサンダーズ,1,3,0,0,0,-,,0,0,0,-,,-,0,-,7,0,0,0,1,3.6,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2012/13,JTサンダーズ,23,72,8,2,0,25.0,25.0,0,0,0,-,,0.03,20,0.28,225,0,2,9,61,7.5,1,0,0,0.0,2,20,2,24
