大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
レギュラーラウンド,FC東京,21,81,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,397,222,0,55.9,0,0,0,0
チャレンジマッチ男子2015/16,FC東京,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,38,27,0,71.1,0,0,0,0
チャレンジマッチ,FC東京,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,38,27,0,71.1,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,FC東京,21,76,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,380,230,0,60.5,0,0,0,0
レギュラーラウンド,FC東京,21,76,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,380,230,0,60.5,0,0,0,0
チャレンジマッチ男子2014/15,FC東京,2,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,47,19,0,40.4,0,0,0,0
チャレンジマッチ,FC東京,2,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,47,19,0,40.4,0,0,0,0
Ｖ・プレミアリーグ男子 2013/14,FC東京,28,111,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,595,390,0,65.5,0,0,0,0
レギュラーラウンド,FC東京,28,111,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,595,390,0,65.5,0,0,0,0
チャレンジマッチ男子2013/14,FC東京,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,44,30,0,68.2,0,0,0,0
チャレンジマッチ,FC東京,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,44,30,0,68.2,0,0,0,0
Ｖ・プレミアリーグ男子 2012/13,大分三好ヴァイセアドラー,28,106,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,582,386,0,66.3,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,28,106,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,582,386,0,66.3,0,0,0,0
チャレンジマッチ男子2012/13,大分三好ヴァイセアドラー,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,46,23,0,50.0,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,46,23,0,50.0,0,0,0,0
Ｖ・プレミアリーグ男子 2011/12,大分三好ヴァイセアドラー,11,38,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,205,120,0,58.5,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,11,38,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,205,120,0,58.5,0,0,0,0
チャレンジマッチ男子2011/12,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,32,21,0,65.6,0,0,0,0
チャレンジマッチ,大分三好ヴァイセアドラー,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,32,21,0,65.6,0,0,0,0
Ｖ・プレミアリーグ男子 2010/11,大分三好ヴァイセアドラー,10,19,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,137,73,0,53.3,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,10,19,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,137,73,0,53.3,0,0,0,0
レギュラーシーズン通算,,214,769,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,3601,2084,217,60.9,0,0,0,0
通算,,226,811,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,3846,2221,217,60.6,0,0,0,0
