大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,東レアローズ,7,22,146,63,4,43.2,40.41095890410959,18,7,1,38.9,33.33333333333333,2.86,6,0.27,73,0,2,13,11,2.1,175,72,44,53.7,63,6,2,71
レギュラーラウンド,東レアローズ,7,22,146,63,4,43.2,40.41095890410959,18,7,1,38.9,33.33333333333333,2.86,6,0.27,73,0,2,13,11,2.1,175,72,44,53.7,63,6,2,71
V.LEAGUE DIVISION1 MEN 2018-19,東レアローズ,33,121,915,490,69,53.6,46.01092896174863,163,101,8,62.0,57.05521472392638,4.05,41,0.34,461,14,15,83,119,8.2,965,463,234,60.1,490,41,29,560
レギュラーラウンド,東レアローズ,26,91,641,337,56,52.6,43.8377535101404,110,67,6,60.9,55.45454545454545,3.7,29,0.32,347,10,12,61,98,9.0,726,361,154,60.3,337,29,22,388
ファイナル６,東レアローズ,5,21,185,106,8,57.3,52.972972972972975,35,24,2,68.6,62.857142857142854,5.05,8,0.38,79,2,3,18,11,4.1,141,54,45,54.3,106,8,5,119
ファイナル３,東レアローズ,2,9,89,47,5,52.8,47.19101123595505,18,10,0,55.6,55.55555555555556,5.22,4,0.44,35,2,0,4,10,10.0,98,48,35,66.8,47,4,2,53
レギュラーシーズン通算,,33,113,787,400,60,50.8,43.20203303684879,128,74,7,57.8,52.34375,3.54,35,0.31,420,10,14,74,109,7.8,901,433,198,59.0,400,35,24,459
通算,,40,143,1061,553,73,52.1,45.24033930254477,181,108,9,59.7,54.69613259668509,3.87,47,0.33,534,14,17,96,130,7.4,1140,535,278,59.1,553,47,31,631
