大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,堺ブレイザーズ,25,73,417,212,19,50.8,46.28297362110312,126,81,9,64.3,57.14285714285714,2.90,16,0.22,230,3,5,43,43,3.5,307,99,87,46.4,212,16,8,236
レギュラーラウンド,堺ブレイザーズ,24,70,400,206,18,51.5,47.0,122,80,9,65.6,58.19672131147541,2.94,15,0.21,219,3,5,39,41,3.9,294,98,81,47.1,206,15,8,229
GAME1（5位決定戦）,堺ブレイザーズ,1,3,17,6,1,35.3,29.411764705882355,4,1,0,25.0,25.0,2.00,1,0.33,11,0,0,4,2,-4.5,13,1,6,30.8,6,1,0,7
V.LEAGUE DIVISION1 MEN 2018-19,堺ブレイザーズ,18,34,193,86,10,44.6,39.37823834196891,37,22,3,59.5,51.35135135135135,2.53,8,0.24,102,2,1,22,21,2.7,152,35,47,38.5,86,8,3,97
レギュラーラウンド,堺ブレイザーズ,14,33,193,86,10,44.6,39.37823834196891,37,22,3,59.5,51.35135135135135,2.61,8,0.24,102,2,1,22,21,2.7,152,35,47,38.5,86,8,3,97
ファイナル６,堺ブレイザーズ,4,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,堺ブレイザーズ,20,70,390,174,13,44.6,41.28205128205128,67,37,2,55.2,52.23880597014925,2.49,19,0.27,238,6,11,28,65,11.0,278,85,92,47.1,174,19,17,210
レギュラーラウンド,堺ブレイザーズ,20,70,390,174,13,44.6,41.28205128205128,67,37,2,55.2,52.23880597014925,2.49,19,0.27,238,6,11,28,65,11.0,278,85,92,47.1,174,19,17,210
Ｖ・プレミアリーグ男子 2016/17,堺ブレイザーズ,21,69,405,167,31,41.2,33.58024691358025,57,24,8,42.1,28.07017543859649,2.42,12,0.17,221,2,8,33,74,12.2,354,167,0,47.2,167,12,10,189
レギュラーラウンド,堺ブレイザーズ,16,49,288,114,24,39.6,31.25,40,17,6,42.5,27.500000000000004,2.33,6,0.12,154,2,5,22,47,11.5,244,117,0,48.0,114,6,7,127
ファイナル６,堺ブレイザーズ,5,20,117,53,7,45.3,39.31623931623932,17,7,2,41.2,29.411764705882355,2.65,6,0.30,67,0,3,11,27,13.7,110,50,0,45.5,53,6,3,62
Ｖ・プレミアリーグ男子 2015/16,堺ブレイザーズ,26,91,576,238,42,41.3,34.02777777777778,124,57,9,46.0,38.70967741935484,2.62,16,0.18,298,13,10,42,101,15.5,591,317,0,53.6,238,16,23,277
レギュラーラウンド,堺ブレイザーズ,21,73,451,182,33,40.4,33.03769401330377,92,37,7,40.2,32.608695652173914,2.49,14,0.19,237,12,9,36,76,16.1,495,259,0,52.3,182,14,21,217
