大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
ファイナル６,堺ブレイザーズ,5,18,125,56,9,44.8,37.6,32,20,2,62.5,56.25,3.11,2,0.11,61,1,1,6,25,13.2,96,58,0,60.4,56,2,2,60
Ｖ・プレミアリーグ男子 2014/15,堺ブレイザーズ,26,90,502,208,33,41.4,34.8605577689243,110,56,7,50.9,44.54545454545455,2.31,21,0.23,316,4,7,52,94,10.5,484,277,0,57.2,208,21,11,240
レギュラーラウンド,堺ブレイザーズ,21,71,364,147,23,40.4,34.065934065934066,71,34,4,47.9,42.25352112676056,2.07,18,0.25,240,2,6,43,64,9.5,377,216,0,57.3,147,18,8,173
ファイナル６,堺ブレイザーズ,5,19,138,61,10,44.2,36.95652173913043,39,22,3,56.4,48.717948717948715,3.21,3,0.16,76,2,1,9,30,13.6,107,61,0,57.0,61,3,3,67
Ｖ・プレミアリーグ男子 2013/14,堺ブレイザーズ,32,91,567,248,37,43.7,37.213403880070544,142,67,13,47.2,38.028169014084504,2.73,25,0.27,316,1,2,32,69,6.3,374,168,0,44.9,248,25,3,276
レギュラーラウンド,堺ブレイザーズ,28,74,455,202,29,44.4,38.02197802197802,112,55,9,49.1,41.07142857142857,2.73,19,0.26,237,1,2,22,43,5.6,300,130,0,43.3,202,19,3,224
セミファイナルラウンド,堺ブレイザーズ,3,12,78,35,6,44.9,37.17948717948718,22,10,2,45.5,36.36363636363637,2.92,2,0.17,54,0,0,9,14,6.5,50,22,0,44.0,35,2,0,37
ファイナルラウンド,堺ブレイザーズ,1,5,34,11,2,32.4,26.47058823529412,8,2,2,25.0,0.0,2.20,4,0.80,25,0,0,1,12,12.0,24,16,0,66.7,11,4,0,15
日韓V.LEAGUE TOP MATCH 男子2013,,1,5,28,15,1,53.6,50.0,3,1,0,33.3,33.33333333333333,3.00,0,-,20,0,1,0,4,9.0,45,29,0,64.4,15,0,1,16
日韓V.LEAGUE TOP MATCH,,1,5,28,15,1,53.6,50.0,3,1,0,33.3,33.33333333333333,3.00,0,-,20,0,1,0,4,9.0,45,29,0,64.4,15,0,1,16
Ｖ・プレミアリーグ男子 2012/13,堺ブレイザーズ,31,100,577,232,38,40.2,33.62218370883882,103,53,9,51.5,42.71844660194174,2.32,23,0.23,358,6,8,46,93,10.0,642,337,0,52.5,232,23,14,269
レギュラーラウンド,堺ブレイザーズ,27,84,496,205,29,41.3,35.483870967741936,90,48,6,53.3,46.666666666666664,2.44,16,0.19,307,5,6,43,81,9.8,507,277,0,54.6,205,16,11,232
セミファイナルラウンド,堺ブレイザーズ,3,13,68,23,8,33.8,22.058823529411764,12,5,3,41.7,16.666666666666664,1.77,7,0.54,44,1,2,2,12,12.7,112,51,0,45.5,23,7,3,33
ファイナルラウンド,堺ブレイザーズ,1,3,13,4,1,30.8,23.076923076923077,1,0,0,0.0,0.0,1.33,0,-,7,0,0,1,0,0.0,23,9,0,39.1,4,0,0,4
Ｖ・プレミアリーグ男子 2011/12,堺ブレイザーズ,22,53,59,15,4,25.4,18.64406779661017,8,2,1,25.0,12.5,0.28,4,0.08,24,2,0,6,8,16.7,33,16,0,48.5,15,4,2,21
レギュラーラウンド,堺ブレイザーズ,19,45,58,15,4,25.9,18.96551724137931,8,2,1,25.0,12.5,0.33,4,0.09,24,2,0,6,8,16.7,33,16,0,48.5,15,4,2,21
セミファイナルラウンド,堺ブレイザーズ,3,8,1,0,0,0.0,0.0,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,190,569,3095,1331,183,43.0,37.09208400646203,639,332,47,52.0,44.60093896713615,2.34,119,0.21,1758,35,45,261,446,7.2,2680,1233,220,50.1,1331,119,80,1530
通算,,222,676,3714,1595,228,42.9,36.806677436725906,777,400,61,51.5,43.62934362934363,2.36,144,0.21,2123,39,53,304,572,7.5,3260,1530,226,50.4,1595,144,92,1831
