大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
ファイナル３,豊田合成トレフェルサ,1,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,31,27,0,87.1,0,0,0,0
Ｖ・プレミアリーグ男子 2013/14,豊田合成トレフェルサ,28,108,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,611,453,0,74.1,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,28,108,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,611,453,0,74.1,0,0,0,0
Ｖ・プレミアリーグ男子 2012/13,豊田合成トレフェルサ,28,92,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,452,330,0,73.0,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,28,92,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,452,330,0,73.0,0,0,0,0
Ｖ・プレミアリーグ男子 2011/12,豊田合成トレフェルサ,21,81,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,300,218,0,72.7,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,81,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,300,218,0,72.7,0,0,0,0
Ｖ・プレミアリーグ男子 2010/11,豊田合成トレフェルサ,24,83,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,356,275,0,77.2,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,24,83,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,356,275,0,77.2,0,0,0,0
Ｖ・プレミアリーグ男子 2009/10,豊田合成トレフェルサ,32,124,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,539,397,0,73.7,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,28,110,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,471,349,0,74.1,0,0,0,0
セミファイナルラウンド,豊田合成トレフェルサ,3,12,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,47,35,0,74.5,0,0,0,0
ファイナルラウンド,豊田合成トレフェルサ,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,21,13,0,61.9,0,0,0,0
Ｖ・プレミアリーグ男子 2008/09,NECブルーロケッツ,28,109,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,625,454,0,72.6,0,0,0,0
レギュラーラウンド,NECブルーロケッツ,28,109,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,625,454,0,72.6,0,0,0,0
Ｖ・プレミアリーグ男子 2007/08,NECブルーロケッツ,28,107,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,466,336,0,72.1,0,0,0,0
レギュラーラウンド,NECブルーロケッツ,28,107,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,466,336,0,72.1,0,0,0,0
Ｖ・プレミアリーグ男子 2006/07,NECブルーロケッツ,15,55,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,334,248,0,74.3,0,0,0,0
レギュラーラウンド,NECブルーロケッツ,15,55,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,334,248,0,74.3,0,0,0,0
レギュラーシーズン通算,,332,1221,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,5882,4137,278,72.7,0,0,0,0
通算,,377,1389,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,6814,4721,374,72.0,0,0,0,0
