大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ウルフドッグス名古屋,21,55,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,235,119,62,63.8,0,0,0,0
レギュラーラウンド,ウルフドッグス名古屋,21,55,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,235,119,62,63.8,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,豊田合成トレフェルサ,32,121,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,550,313,139,69.5,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,27,100,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,450,255,116,69.6,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,21,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,100,58,23,69.5,0,0,0,0
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,31,112,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,589,323,157,68.2,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,76,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,389,224,100,70.4,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,19,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,103,47,34,62.1,0,0,0,0
ファイナル３,豊田合成トレフェルサ,3,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,52,24,14,59.6,0,0,0,0
ファイナル,豊田合成トレフェルサ,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,45,28,9,72.2,0,0,0,0
天皇杯全日本選手権大会,,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,53,24,16,60.4,0,0,0,0
レギュラーラウンド,,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,53,24,16,60.4,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,31,107,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,520,355,0,68.3,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,76,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,360,263,0,73.1,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,17,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,87,56,0,64.4,0,0,0,0
ファイナル３,豊田合成トレフェルサ,3,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,43,23,0,53.5,0,0,0,0
ファイナル,豊田合成トレフェルサ,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,30,13,0,43.3,0,0,0,0
天皇杯全日本選手権大会,,2,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,59,41,0,69.5,0,0,0,0
レギュラーラウンド,,2,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,59,41,0,69.5,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,27,105,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,564,423,0,75.0,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,81,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,421,315,0,74.8,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,19,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,115,88,0,76.5,0,0,0,0
ファイナル,豊田合成トレフェルサ,1,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,28,20,0,71.4,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,豊田合成トレフェルサ,27,113,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,561,412,0,73.4,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,88,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,412,298,0,72.3,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,21,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,118,87,0,73.7,0,0,0,0
