大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,27,96,296,177,7,59.8,57.432432432432435,0,0,0,-,,1.84,40,0.42,315,3,4,25,84,6.9,25,12,7,62.0,177,40,7,224
レギュラーラウンド,ジェイテクトSTINGS,25,87,269,162,5,60.2,58.36431226765799,0,0,0,-,,1.86,37,0.43,285,2,4,22,78,7.0,20,10,6,65.0,162,37,6,205
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,4,10,7,1,70.0,60.0,0,0,0,-,,1.75,0,-,16,1,0,1,2,7.8,3,0,1,16.7,7,0,1,8
ファイナル,ジェイテクトSTINGS,1,5,17,8,1,47.1,41.17647058823529,0,0,0,-,,1.6,3,0.60,14,0,0,2,4,3.6,2,2,0,100.0,8,3,0,11
レギュラーシーズン通算,,25,87,269,162,5,60.2,58.36431226765799,0,0,0,-,,1.86,37,0.43,285,2,4,22,78,7.0,20,10,6,65.0,162,37,6,205
通算,,27,96,296,177,7,59.8,57.432432432432435,0,0,0,-,,1.84,40,0.42,315,3,4,25,84,6.9,25,12,7,62.0,177,40,7,224
