大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,パナソニックパンサーズ,28,85,612,301,42,49.2,42.3202614379085,96,45,11,46.9,35.41666666666667,3.54,49,0.58,370,11,16,50,99,10.6,639,261,166,53.8,301,49,27,377
レギュラーラウンド,パナソニックパンサーズ,27,80,567,276,35,48.7,42.504409171075835,90,42,8,46.7,37.77777777777778,3.45,46,0.57,350,11,15,49,91,10.4,596,237,156,52.9,276,46,26,348
ファイナル,パナソニックパンサーズ,1,5,45,25,7,55.6,40.0,6,3,3,50.0,0.0,5.0,3,0.6,20,0,1,1,8,13.8,43,24,10,67.4,25,3,1,29
V.LEAGUE DIVISION1 MEN 2018-19,パナソニックパンサーズ,33,110,855,451,57,52.7,46.08187134502924,142,78,14,54.9,45.07042253521127,4.1,44,0.4,437,16,19,88,141,11.0,749,346,186,58.6,451,44,35,530
レギュラーラウンド,パナソニックパンサーズ,26,83,613,329,35,53.7,47.96084828711256,103,58,6,56.3,50.48543689320388,3.96,40,0.48,340,12,17,66,112,11.9,535,239,135,57.3,329,40,29,398
ファイナル６,パナソニックパンサーズ,5,19,162,85,14,52.5,43.82716049382716,28,13,6,46.4,25.0,4.47,3,0.16,67,2,2,16,20,7.5,131,70,28,64.1,85,3,4,92
ファイナル,パナソニックパンサーズ,2,8,80,37,8,46.2,36.25,11,7,2,63.6,45.45454545454545,4.62,1,0.12,30,2,0,6,9,9.2,83,37,23,58.4,37,1,2,40
Ｖ・プレミアリーグ男子 2017/18,パナソニックパンサーズ,28,96,629,313,56,49.8,40.85850556438791,98,51,11,52.0,40.816326530612244,3.26,53,0.55,436,14,26,60,154,14.6,592,245,157,54.6,313,53,40,406
レギュラーラウンド,パナソニックパンサーズ,21,71,439,221,40,50.3,41.230068337129836,62,34,7,54.8,43.54838709677419,3.11,40,0.56,313,13,16,43,111,14.7,415,177,107,55.5,221,40,29,290
ファイナル６,パナソニックパンサーズ,5,17,115,60,8,52.2,45.21739130434783,26,12,3,46.2,34.61538461538461,3.53,8,0.47,89,1,9,13,30,16.0,117,40,39,50.9,60,8,10,78
ファイナル,パナソニックパンサーズ,2,8,75,32,8,42.7,32.0,10,5,1,50.0,40.0,4.0,5,0.62,34,0,1,4,13,9.6,60,28,11,55.8,32,5,1,38
天皇杯全日本選手権大会,,2,9,61,27,2,44.3,40.98360655737705,8,3,1,37.5,25.0,3.0,1,0.11,38,1,0,8,14,6.6,59,18,24,50.8,27,1,1,29
レギュラーラウンド,,2,9,61,27,2,44.3,40.98360655737705,8,3,1,37.5,25.0,3.0,1,0.11,38,1,0,8,14,6.6,59,18,24,50.8,27,1,1,29
Ｖ・プレミアリーグ男子 2016/17,パナソニックパンサーズ,22,82,650,320,56,49.2,40.61538461538461,91,41,12,45.1,31.868131868131865,3.9,43,0.52,323,7,10,63,130,14.7,658,402,0,61.1,320,43,17,380
レギュラーラウンド,パナソニックパンサーズ,17,63,483,252,39,52.2,44.099378881987576,65,32,9,49.2,35.38461538461539,4.0,38,0.6,248,6,6,47,99,14.3,533,341,0,64.0,252,38,12,302
ファイナル６,パナソニックパンサーズ,5,19,167,68,17,40.7,30.538922155688624,26,9,3,34.6,23.076923076923077,3.58,5,0.26,75,1,4,16,31,15.9,125,61,0,48.8,68,5,5,78
レギュラーシーズン通算,,91,297,2102,1078,149,51.3,44.19600380589914,320,166,30,51.9,42.5,3.63,164,0.55,1251,42,54,205,413,11.8,2079,994,398,57.4,1078,164,96,1338
通算,,113,382,2807,1412,213,50.3,42.71464196651229,435,218,49,50.1,38.85057471264368,3.7,190,0.5,1604,49,71,269,538,11.7,2697,1272,533,57.0,1412,190,120,1722
