大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,30,97,250,154,10,61.6,57.599999999999994,0,0,0,-,,1.59,50,0.52,297,8,5,64,80,5.7,17,5,3,38.2,154,50,13,217
レギュラーラウンド,サントリーサンバーズ,27,86,216,133,6,61.6,58.79629629629629,0,0,0,-,,1.55,44,0.51,266,6,5,57,74,5.7,15,5,2,40.0,133,44,11,188
GAME1（5位決定戦）,サントリーサンバーズ,1,3,7,6,0,85.7,85.71428571428571,0,0,0,-,,2.00,1,0.33,13,0,0,3,2,-1.9,1,0,0,0.0,6,1,0,7
GAME2（4位決定戦）,サントリーサンバーズ,1,4,12,7,1,58.3,50.0,0,0,0,-,,1.75,3,0.75,6,0,0,1,1,0.0,0,0,0,-,7,3,0,10
セミファイナル（３位決定戦）,サントリーサンバーズ,1,4,15,8,3,53.3,33.33333333333333,0,0,0,-,,2.00,2,0.50,12,2,0,3,3,16.7,1,0,1,50.0,8,2,2,12
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,29,65,143,77,8,53.8,48.25174825174825,0,0,0,-,,1.18,31,0.48,151,5,8,44,36,7.3,8,4,1,56.2,77,31,13,121
レギュラーラウンド,サントリーサンバーズ,24,56,127,68,7,53.5,48.031496062992126,0,0,0,-,,1.21,28,0.50,135,4,8,38,36,8.5,6,3,1,58.3,68,28,12,108
ファイナル６,サントリーサンバーズ,5,9,16,9,1,56.2,50.0,0,0,0,-,,1.00,3,0.33,16,1,0,6,0,-3.1,2,1,0,50.0,9,3,1,13
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,サントリーサンバーズ,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,51,142,343,201,13,58.6,54.81049562682215,0,0,0,-,,1.42,72,0.51,401,10,13,95,110,6.7,21,8,3,45.2,201,72,23,296
通算,,61,167,393,231,18,58.8,54.19847328244275,0,0,0,-,,1.38,81,0.49,448,13,13,108,116,6.2,25,9,4,44.0,231,81,26,338
