大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,サントリーサンバーズ,30,68,154,57,15,37.0,27.27272727272727,26,12,5,46.2,26.923076923076923,0.84,17,0.25,114,1,1,21,28,3.3,220,89,57,53.4,57,17,2,76
レギュラーラウンド,サントリーサンバーズ,27,60,154,57,15,37.0,27.27272727272727,26,12,5,46.2,26.923076923076923,0.95,16,0.27,110,1,1,21,26,3.0,218,89,55,53.4,57,16,2,75
GAME1（5位決定戦）,サントリーサンバーズ,1,3,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
GAME2（4位決定戦）,サントリーサンバーズ,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
セミファイナル（３位決定戦）,サントリーサンバーズ,1,3,0,0,0,-,,0,0,0,-,,-,1,0.33,4,0,0,0,2,12.5,2,0,2,50.0,0,1,0,1
V.LEAGUE DIVISION1 MEN 2018-19,サントリーサンバーズ,31,51,108,37,9,34.3,25.925925925925924,9,4,3,44.4,11.11111111111111,0.73,11,0.22,110,1,2,18,20,3.2,215,77,63,50.5,37,11,3,51
レギュラーラウンド,サントリーサンバーズ,26,37,69,25,4,36.2,30.434782608695656,3,2,0,66.7,66.66666666666666,0.68,10,0.27,76,1,2,13,16,4.9,130,42,45,49.6,25,10,3,38
ファイナル６,サントリーサンバーズ,5,14,39,12,5,30.8,17.94871794871795,6,2,3,33.3,-16.666666666666664,0.86,1,0.07,34,0,0,5,4,-0.7,85,35,18,51.8,12,1,0,13
Ｖ・プレミアリーグ男子 2017/18,サントリーサンバーズ,4,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,サントリーサンバーズ,2,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,サントリーサンバーズ,2,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,55,97,223,82,19,36.8,28.251121076233183,29,14,5,48.3,31.03448275862069,0.85,26,0.27,186,2,3,34,42,3.8,348,131,100,52.0,82,26,5,113
通算,,65,119,262,94,24,35.9,26.717557251908396,35,16,8,45.7,22.857142857142858,0.79,28,0.24,224,2,3,39,48,3.2,435,166,120,52.0,94,28,5,127
