大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,4,7,13,2,0,15.4,15.384615384615385,0,0,0,-,,0.29,0,-,4,0,0,0,0,0.0,7,1,3,35.7,2,0,0,2
レギュラーラウンド,ジェイテクトSTINGS,4,7,13,2,0,15.4,15.384615384615385,0,0,0,-,,0.29,0,-,4,0,0,0,0,0.0,7,1,3,35.7,2,0,0,2
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,20,14,57,19,3,33.3,28.07017543859649,8,3,3,37.5,0.0,1.36,1,0.07,44,0,2,6,6,4.5,59,24,17,55.1,19,1,2,22
レギュラーラウンド,ジェイテクトSTINGS,20,14,57,19,3,33.3,28.07017543859649,8,3,3,37.5,0.0,1.36,1,0.07,44,0,2,6,6,4.5,59,24,17,55.1,19,1,2,22
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,17,47,241,98,17,40.7,33.60995850622407,31,14,4,45.2,32.25806451612903,2.09,10,0.21,141,3,2,23,31,5.0,151,43,40,41.7,98,10,5,113
レギュラーラウンド,ジェイテクトSTINGS,17,47,241,98,17,40.7,33.60995850622407,31,14,4,45.2,32.25806451612903,2.09,10,0.21,141,3,2,23,31,5.0,151,43,40,41.7,98,10,5,113
天皇杯全日本選手権大会,,1,2,8,5,0,62.5,62.5,0,0,0,-,,2.50,0,-,4,0,0,1,2,6.2,5,0,2,20.0,5,0,0,5
レギュラーラウンド,,1,2,8,5,0,62.5,62.5,0,0,0,-,,2.50,0,-,4,0,0,1,2,6.2,5,0,2,20.0,5,0,0,5
Ｖ・プレミアリーグ男子 2016/17,ジェイテクトSTINGS,24,2,0,0,0,-,,0,0,0,-,,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,17,2,0,0,0,-,,0,0,0,-,,-,0,-,1,0,0,0,0,0.0,0,0,0,-,0,0,0,0
ファイナル６,ジェイテクトSTINGS,4,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル３,ジェイテクトSTINGS,3,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
天皇杯全日本選手権大会,,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,ジェイテクトSTINGS,2,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,2,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,60,70,311,119,20,38.3,31.832797427652732,39,17,7,43.6,25.64102564102564,1.70,11,0.16,190,3,4,29,37,4.7,217,68,60,45.2,119,11,7,137
通算,,69,72,319,124,20,38.9,32.60188087774294,39,17,7,43.6,25.64102564102564,1.72,11,0.15,194,3,4,30,39,4.8,222,68,62,44.6,124,11,7,142
