大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,FC東京,11,11,44,14,7,31.8,15.909090909090908,19,2,5,10.5,-15.789473684210526,1.27,0,-,21,1,1,5,4,8.3,0,0,0,-,14,0,2,16
レギュラーラウンド,FC東京,11,11,44,14,7,31.8,15.909090909090908,19,2,5,10.5,-15.789473684210526,1.27,0,-,21,1,1,5,4,8.3,0,0,0,-,14,0,2,16
レギュラーシーズン通算,,11,11,44,14,7,31.8,15.909090909090908,19,2,5,10.5,-15.789473684210526,1.27,0,-,21,1,1,5,4,8.3,0,0,0,-,14,0,2,16
通算,,11,11,44,14,7,31.8,15.909090909090908,19,2,5,10.5,-15.789473684210526,1.27,0,-,21,1,1,5,4,8.3,0,0,0,-,14,0,2,16
