大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,29,79,152,64,12,42.1,34.21052631578947,6,3,0,50.0,50.0,0.81,14,0.18,263,2,3,18,41,4.1,287,120,85,56.6,64,14,5,83
レギュラーラウンド,ジェイテクトSTINGS,27,70,129,53,8,41.1,34.883720930232556,6,3,0,50.0,50.0,0.76,13,0.19,233,2,3,15,37,4.5,224,93,67,56.5,53,13,5,71
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,4,10,5,2,50.0,30.0,0,0,0,-,,1.25,1,0.25,16,0,0,1,2,1.6,35,17,9,61.4,5,1,0,6
ファイナル,ジェイテクトSTINGS,1,5,13,6,2,46.2,30.76923076923077,0,0,0,-,,1.20,0,-,14,0,0,2,2,0.0,28,10,9,51.8,6,0,0,6
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,4,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,5,3,1,70.0,0,0,0,0
レギュラーラウンド,ジェイテクトSTINGS,4,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,5,3,1,70.0,0,0,0,0
レギュラーシーズン通算,,31,76,129,53,8,41.1,34.883720930232556,6,3,0,50.0,50.0,0.70,13,0.17,233,2,3,15,37,4.5,229,96,68,56.8,53,13,5,71
通算,,33,85,152,64,12,42.1,34.21052631578947,6,3,0,50.0,50.0,0.75,14,0.16,263,2,3,18,41,4.1,292,123,86,56.8,64,14,5,83
