大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
Ｖ・プレミアリーグ男子 2017/18,豊田合成トレフェルサ,31,101,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,178,88,40,60.7,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,66,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,127,65,30,63.0,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,18,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,25,11,5,54.0,0,0,0,0
ファイナル３,豊田合成トレフェルサ,3,9,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,11,6,3,68.2,0,0,0,0
ファイナル,豊田合成トレフェルサ,2,8,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,15,6,2,46.7,0,0,0,0
天皇杯全日本選手権大会,,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,10,2,3,35.0,0,0,0,0
レギュラーラウンド,,2,5,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,10,2,3,35.0,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,豊田合成トレフェルサ,31,84,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,128,72,0,56.2,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,58,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,90,52,0,57.8,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,13,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,18,11,0,61.1,0,0,0,0
ファイナル３,豊田合成トレフェルサ,3,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,11,7,0,63.6,0,0,0,0
ファイナル,豊田合成トレフェルサ,2,6,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,9,2,0,22.2,0,0,0,0
天皇杯全日本選手権大会,,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,10,2,0,20.0,0,0,0,0
レギュラーラウンド,,2,7,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,10,2,0,20.0,0,0,0,0
Ｖ・プレミアリーグ男子 2015/16,豊田合成トレフェルサ,27,3,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,2,0,100.0,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,21,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
ファイナル６,豊田合成トレフェルサ,5,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,2,2,0,100.0,0,0,0,0
ファイナル,豊田合成トレフェルサ,1,0,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2014/15,豊田合成トレフェルサ,4,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,1,0,0,0.0,0,0,0,0
レギュラーラウンド,豊田合成トレフェルサ,4,1,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,1,0,0,0.0,0,0,0,0
レギュラーシーズン通算,,67,127,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,218,117,30,60.6,0,0,0,0
通算,,97,201,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,329,166,43,57.0,0,0,0,0
