大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,ジェイテクトSTINGS,29,45,51,28,1,54.9,52.94117647058824,23,11,0,47.8,47.82608695652174,0.62,2,0.04,60,1,2,16,16,5.0,0,0,0,-,28,2,3,33
レギュラーラウンド,ジェイテクトSTINGS,27,41,51,28,1,54.9,52.94117647058824,23,11,0,47.8,47.82608695652174,0.68,2,0.05,53,1,1,15,16,4.2,0,0,0,-,28,2,2,32
セミファイナル（３位決定戦）,ジェイテクトSTINGS,1,1,0,0,0,-,,0,0,0,-,,-,0,-,1,0,0,1,0,-25.0,0,0,0,-,0,0,0,0
ファイナル,ジェイテクトSTINGS,1,3,0,0,0,-,,0,0,0,-,,-,0,-,6,0,1,0,0,16.7,0,0,0,-,0,0,1,1
V.LEAGUE DIVISION1 MEN 2018-19,ジェイテクトSTINGS,27,38,68,32,5,47.1,39.705882352941174,24,13,2,54.2,45.83333333333333,0.84,1,0.03,28,1,0,8,11,6.2,0,0,0,-,32,1,1,34
レギュラーラウンド,ジェイテクトSTINGS,27,38,68,32,5,47.1,39.705882352941174,24,13,2,54.2,45.83333333333333,0.84,1,0.03,28,1,0,8,11,6.2,0,0,0,-,32,1,1,34
Ｖ・プレミアリーグ男子 2017/18,ジェイテクトSTINGS,22,45,127,51,11,40.2,31.496062992125985,38,21,4,55.3,44.73684210526316,1.13,2,0.04,49,1,3,13,11,7.1,0,0,0,-,51,2,4,57
レギュラーラウンド,ジェイテクトSTINGS,17,34,127,51,11,40.2,31.496062992125985,38,21,4,55.3,44.73684210526316,1.50,2,0.06,47,1,2,13,10,4.8,0,0,0,-,51,2,3,56
ファイナル６,ジェイテクトSTINGS,5,11,0,0,0,-,,0,0,0,-,,-,0,-,2,0,1,0,1,62.5,0,0,0,-,0,0,1,1
天皇杯全日本選手権大会,,1,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
レギュラーラウンド,,1,4,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ男子 2016/17,ジェイテクトSTINGS,15,26,2,1,0,50.0,50.0,0,0,0,-,,0.04,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
レギュラーラウンド,ジェイテクトSTINGS,14,24,2,1,0,50.0,50.0,0,0,0,-,,0.04,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
ファイナル６,ジェイテクトSTINGS,1,2,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
