大会,チーム,試合数,セット数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,バックアタック効果率,セット平均,ブロック得点,セット平均.1,サーブ打数,ノータッチ,エース,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 MEN,大分三好ヴァイセアドラー,27,71,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,92,36,29,54.9,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,27,71,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,92,36,29,54.9,0,0,0,0
V.LEAGUE DIVISION1 MEN 2018-19,大分三好ヴァイセアドラー,27,85,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,259,80,67,43.8,0,0,0,0
レギュラーラウンド,大分三好ヴァイセアドラー,27,85,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,259,80,67,43.8,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2017/18,つくばユナイテッドSunGAIA,21,74,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,416,215,95,63.1,0,0,0,0
レギュラーラウンド,つくばユナイテッドSunGAIA,21,74,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,416,215,95,63.1,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2016/17,つくばユナイテッドSunGAIA,21,75,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,440,275,0,62.5,0,0,0,0
レギュラーラウンド,つくばユナイテッドSunGAIA,21,75,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,440,275,0,62.5,0,0,0,0
レギュラーシーズン通算,,96,305,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,1207,606,191,58.1,0,0,0,0
通算,,96,305,0,0,0,-,,0,0,0,-,,-,0,-,0,0,0,0,0,-,1207,606,191,58.1,0,0,0,0
