名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
グルビッチウラジミル,堺ブレイザーズ,23,12,59,22,4,37.3,30.5,13,4,1,4,43,2,6,8,94,75,0,30.8,1.8,0.3,5.8,79.8
ジルソンベルナルド,サントリーサンバーズ,16,14,221,117,24,52.9,42.1,88,49,8,6,62,10,20,25,0,0,0,55.7,8.4,0.4,18.1,
ダジルバカルロス,東レアローズ,9,14,152,71,14,46.7,37.5,64,30,7,5,52,1,4,4,3,2,0,46.9,5.1,0.4,1.9,66.7
ロドリゲスアンデルソン,NECブルーロケッツ,18,12,121,68,10,56.2,47.9,55,30,7,2,45,4,20,11,1,0,0,54.5,5.7,0.2,3.9,0.0
上田芳裕,サントリーサンバーズ,9,11,0,0,0,,,0,0,0,0,14,0,0,5,0,0,0,,0.0,0.0,8.9,
中垣内祐一,堺ブレイザーズ,4,11,55,27,3,49.1,43.6,17,9,3,5,20,0,3,3,14,12,0,52.9,2.5,0.5,0.0,85.7
伊藤信博,堺ブレイザーズ,15,7,21,11,1,52.4,47.6,1,0,0,2,18,0,5,3,0,0,0,0.0,1.6,0.3,-2.8,
佐々木太一,サントリーサンバーズ,2,14,43,22,2,51.2,46.5,0,0,0,6,52,1,7,10,4,3,0,,1.6,0.4,3.4,75.0
佐藤宝男,NECブルーロケッツ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
加藤陽一,東レアローズ,3,14,123,55,16,44.7,31.7,24,12,6,6,45,3,5,13,60,46,0,50.0,3.9,0.4,11.1,76.7
千葉進也,堺ブレイザーズ,6,7,49,21,7,42.9,28.6,10,6,2,0,28,1,1,6,15,10,0,60.0,3.0,0.0,8.0,66.7
増成一志,堺ブレイザーズ,12,6,0,0,0,,,0,0,0,0,12,0,1,2,0,0,0,,0.0,0.0,2.1,
大村悟,NECブルーロケッツ,20,12,62,32,10,51.6,35.5,9,5,1,0,48,1,8,9,49,34,0,55.6,2.7,0.0,2.6,69.4
大関元樹,NECブルーロケッツ,5,3,7,3,1,42.9,28.6,0,0,0,2,10,0,4,0,0,0,0,,1.0,0.7,-10.0,
奥田晃,NECブルーロケッツ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇佐美大輔,NECブルーロケッツ,21,12,1,0,0,0.0,0.0,0,0,0,6,40,0,10,7,1,0,0,,0.0,0.5,-1.9,0.0
宮本守,サントリーサンバーズ,3,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
小林敦,東レアローズ,11,14,34,17,4,50.0,38.2,0,0,0,6,42,0,1,8,4,4,0,,1.2,0.4,4.2,100.0
山口誠,東レアローズ,6,14,4,2,0,50.0,50.0,1,0,0,2,55,2,2,6,1,0,0,0.0,0.1,0.1,5.5,0.0
市橋祐之,堺ブレイザーズ,5,11,3,1,1,33.3,0.0,0,0,0,1,46,2,4,2,1,0,0,,0.1,0.1,3.3,0.0
朝日健太郎,サントリーサンバーズ,1,14,30,14,2,46.7,40.0,1,0,0,14,19,0,0,3,2,0,0,0.0,1.0,1.0,3.9,0.0
木原丈裕,サントリーサンバーズ,12,14,49,21,5,42.9,32.7,13,5,2,3,57,0,4,6,42,29,0,38.5,1.5,0.2,0.9,69.0
栗原功武,サントリーサンバーズ,15,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗原圭介,サントリーサンバーズ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
泉川正幸,東レアローズ,8,13,60,28,4,46.7,40.0,7,5,0,4,55,2,5,7,95,74,0,71.4,2.2,0.3,4.5,77.9
津曲勝利,サントリーサンバーズ,11,14,0,0,0,,,0,0,0,0,0,0,0,0,112,98,0,,0.0,0.0,,87.5
浅川敏,東レアローズ,18,14,0,0,0,,,0,0,0,0,0,0,0,0,101,77,0,,0.0,0.0,,76.2
清水喬嗣,東レアローズ,15,10,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
清水雅之,サントリーサンバーズ,4,14,2,2,0,100.0,100.0,0,0,0,0,52,1,1,4,0,0,0,,0.1,0.0,3.4,
渡邉正堂,NECブルーロケッツ,11,11,18,9,0,50.0,50.0,0,0,0,11,25,0,0,1,0,0,0,,0.8,1.0,1.0,
渡邊友嗣,堺ブレイザーズ,7,3,10,7,0,70.0,70.0,4,3,0,0,6,1,0,0,4,4,0,75.0,2.3,0.0,16.7,100.0
澤畠雄一郎,堺ブレイザーズ,1,12,51,24,3,47.1,41.2,1,0,0,5,33,0,5,12,1,1,0,0.0,2.0,0.4,5.3,100.0
甲斐祐之,堺ブレイザーズ,10,11,90,34,13,37.8,23.3,32,13,4,2,42,1,10,9,13,9,0,40.6,3.1,0.2,1.8,69.2
竹内実,NECブルーロケッツ,6,12,68,28,8,41.2,29.4,19,10,3,4,41,1,9,3,120,87,0,52.6,2.3,0.3,-1.2,72.5
笠原紀久,東レアローズ,5,9,11,6,0,54.5,54.5,0,0,0,2,18,0,0,2,14,11,0,,0.7,0.2,2.8,78.6
細川延由,NECブルーロケッツ,2,9,4,1,0,25.0,25.0,1,0,0,0,11,0,2,2,7,2,0,0.0,0.1,0.0,0.0,28.6
荻野正二,サントリーサンバーズ,10,14,30,14,2,46.7,40.0,2,1,0,3,53,0,2,9,91,73,0,50.0,1.0,0.2,3.3,80.2
藤井壮浩,NECブルーロケッツ,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
西村晃一,NECブルーロケッツ,8,12,0,0,0,,,0,0,0,0,0,0,0,0,55,49,0,,0.0,0.0,,89.1
酒井新悟,堺ブレイザーズ,22,12,0,0,0,,,0,0,0,0,0,0,0,0,101,87,0,,0.0,0.0,,86.1
鈴木聡,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
鎌田修,NECブルーロケッツ,14,7,0,0,0,,,0,0,0,0,8,0,3,1,0,0,0,,0.0,0.0,-6.2,
長尾浩志,堺ブレイザーズ,19,3,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2,
阿南卓,サントリーサンバーズ,17,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
青木一平,NECブルーロケッツ,10,11,38,20,1,52.6,50.0,0,0,0,5,48,2,2,6,1,1,0,,1.8,0.5,6.2,100.0
高杉洋平,東レアローズ,16,13,0,0,0,,,0,0,0,0,20,1,0,3,0,0,0,,0.0,0.0,8.8,
高橋智則,堺ブレイザーズ,9,5,2,0,1,0.0,-50.0,0,0,0,0,3,0,0,0,7,6,0,,0.0,0.0,0.0,85.7
魚井貞夫,東レアローズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
齋藤信治,東レアローズ,7,14,32,16,0,50.0,50.0,1,0,0,6,27,2,6,1,0,0,0,0.0,1.1,0.4,2.8,
