試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,1,,丸山紗季,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,3,,間橋香織,4,■,■,■,■,nan,24,11,2,45.8,37.5,2.75,0,0,0,-,0,-,10,0,2,2,0.0,36,5,11,29.2,11
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,4,,馬場ゆりか,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,9,,舛田紗淑,4,■,■,■,■,nan,34,13,2,38.2,32.4,3.25,2,1,0,50.0,1,0.25,12,0,2,7,10.4,25,5,13,46.0,14
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,10,,リーシモーン,4,■,■,■,■,nan,42,15,4,35.7,26.2,3.75,11,2,3,18.2,1,0.25,10,1,2,2,10.0,0,0,0,-,17
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,11,,杉原若葉,4,■,■,■,■,nan,7,1,2,14.3,-14.3,0.25,0,0,0,-,2,0.50,10,1,0,3,17.5,0,0,0,-,4
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,12,,浮島杏加子,3,□,□,□,nan,nan,7,0,1,0.0,-14.3,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,13,,梅津憂理,1,nan,nan,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,5,0,2,20.0,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,14,,細沼綾,4,■,■,■,■,nan,9,2,0,22.2,22.2,0.50,0,0,0,-,1,0.25,13,1,2,4,11.5,0,0,0,-,4
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,15,,小西愛衣,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,10,0,3,0,-7.5,0,0,0,-,1
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,16,,星加輝,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,18,L,立石優華,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,9,8,59.1,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,19,,小杉凜華,3,□,□,nan,□,nan,2,0,0,0.0,0.0,-,0,0,0,-,1,0.33,6,1,2,1,12.5,0,0,0,-,2
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,20,,戸部真由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-12-05,KUROBEアクアフェアリーズ,ヴィクトリーナ姫路,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,128,43,11,33.6,25.0,10.75,13,3,3,23.1,6,1.50,77,4,13,20,7.5,88,19,34,40.9,53
