試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,1,,丸山紗季,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,2,1,1,75.0,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,3,,間橋香織,5,■,■,■,■,■,35,13,4,37.1,25.7,2.60,3,1,0,33.3,1,0.20,21,1,1,7,11.9,29,10,12,55.2,15
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,4,,馬場ゆりか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,9,,舛田紗淑,5,■,■,■,■,■,54,19,3,35.2,29.6,3.80,1,0,0,0.0,1,0.20,21,1,3,9,11.9,48,27,6,62.5,21
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,10,,リーシモーン,5,■,■,■,■,■,73,25,4,34.2,28.8,5.00,15,8,1,53.3,1,0.20,14,3,0,5,30.4,1,0,1,50.0,29
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,11,,杉原若葉,3,■,■,■,nan,nan,16,5,1,31.2,25.0,1.67,0,0,0,-,1,0.33,10,0,1,6,12.5,0,0,0,-,6
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,12,,浮島杏加子,2,nan,nan,□,□,nan,11,4,0,36.4,36.4,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,4
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,13,,梅津憂理,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,3,2,0,66.7,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,14,,細沼綾,5,■,■,■,■,■,13,7,1,53.8,46.2,1.40,0,0,0,-,0,-,10,0,0,5,12.5,1,0,0,0.0,7
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,15,,小西愛衣,5,■,■,■,■,■,3,1,0,33.3,33.3,0.20,0,0,0,-,0,-,14,0,0,1,1.8,0,0,0,-,1
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,16,,星加輝,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,18,L,立石優華,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,7,3,56.7,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,19,,小杉凜華,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,21,,道下ひなの,4,nan,□,□,■,■,4,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,1,3.1,0,0,0,-,0
2020-11-14,KUROBEアクアフェアリーズ,久光スプリングス,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,209,74,13,35.4,29.2,14.80,19,9,1,47.4,4,0.80,105,5,5,38,12.6,99,47,23,59.1,83
