試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,1,,間橋香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,2,,小野寺友香,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,3,,堀井有蘭,4,■,■,■,■,nan,15,5,1,33.3,26.7,1.25,0,0,0,-,1,0.25,12,1,2,0,4.2,10,4,3,55.0,7
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,7,,齋藤加奈子,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,3,75.0,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,8,,佐藤美弥,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,9,0,1,4,8.3,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,9,,渡邊久惠,4,■,■,■,■,nan,71,25,5,35.2,28.2,6.25,11,2,1,18.2,0,-,13,0,1,2,1.9,1,1,0,100.0,25
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,10,L,小池杏菜,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,2,4,66.7,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,12,,遠井萌仁,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,13,,長内美和子,3,■,■,■,nan,nan,27,8,3,29.6,18.5,2.67,1,1,0,100.0,0,-,14,1,2,4,10.7,19,11,4,68.4,9
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,15,,土井さくら,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,18,,上坂瑠子,2,nan,□,nan,■,nan,15,4,0,26.7,26.7,2.00,0,0,0,-,0,-,4,0,0,0,0.0,6,3,2,66.7,4
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,19,,窪田美侑,4,■,■,■,■,nan,21,8,2,38.1,28.6,2.00,0,0,0,-,2,0.50,19,1,1,4,9.2,41,22,8,63.4,11
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,20,,入澤まい,4,■,■,■,■,nan,26,8,2,30.8,23.1,2.00,0,0,0,-,1,0.25,7,0,2,3,3.6,0,0,0,-,9
2019-03-02,日立リヴァーレ,トヨタ車体クインシーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,176,58,13,33.0,25.6,14.50,12,3,1,25.0,4,1.00,86,3,9,19,6.4,89,46,24,65.2,65
