試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,1,,間橋香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,2,,小野寺友香,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,3,,堀井有蘭,4,■,■,■,■,nan,12,3,0,25.0,25.0,0.75,0,0,0,-,0,-,15,0,0,3,5.0,12,4,3,45.8,3,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,6,,芳賀舞波,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,7,,齋藤加奈子,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,8,,佐藤美弥,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,0,-,11,0,2,4,4.5,2,0,0,0.0,2,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,9,,渡邊久惠,4,■,■,■,■,nan,54,14,3,25.9,20.4,3.50,10,2,1,20.0,1,0.25,11,0,0,3,6.8,0,0,0,-,15,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,10,L,小池杏菜,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,5,4,41.2,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,12,,遠井萌仁,3,nan,□,■,■,nan,19,5,0,26.3,26.3,1.67,0,0,0,-,0,-,9,0,0,2,5.6,26,15,4,65.4,5,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,13,,長内美和子,4,■,■,■,■,nan,51,17,2,33.3,29.4,4.25,0,0,0,-,1,0.25,16,1,2,3,7.8,15,4,2,33.3,19,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,15,,土井さくら,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,18,,上坂瑠子,1,nan,nan,nan,□,nan,2,2,0,100.0,100.0,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,2,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,19,,窪田美侑,3,■,■,nan,□,nan,10,2,1,20.0,10.0,0.67,0,0,0,-,1,0.33,8,1,1,1,12.5,14,6,3,53.6,4,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,20,,入澤まい,4,■,■,■,■,nan,24,6,1,25.0,20.8,1.50,0,0,0,-,4,1.00,9,0,1,3,5.6,0,0,0,-,10,,,,,,,,
2019-03-03,日立リヴァーレ,デンソーエアリービーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,174,51,7,29.3,25.3,12.75,10,2,1,20.0,7,1.75,82,2,6,20,6.7,87,34,16,48.3,60,182,69,13,37.9,7,1.75,12.0,57.2
