試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,1,,小川貴史,3,■,■,■,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,1,0,0.0,0,0,0,-,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,2,,徳丸善基,3,■,■,■,nan,nan,5,1,1,20.0,0.0,0.33,0,0,0,-,2,0.67,10,0,2,4,10.0,0,0,0,-,3
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,5,,浜崎勇矢,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,0,0.0,0,0,0,-,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,6,,前田徹也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,7,,細川優樹,1,nan,nan,■,nan,nan,9,5,1,55.6,44.4,5.00,2,1,0,50.0,0,-,3,0,2,0,0.0,2,1,0,50.0,5
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,9,,五十嵐元,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,10,,オンテレジェームス,3,■,■,■,nan,nan,50,20,5,40.0,30.0,6.67,17,7,1,41.2,1,0.33,10,1,6,3,15.5,0,0,0,-,22
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,13,,中島悠樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,14,L,橘裕也,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,9,0,64.3,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,17,,長江晃生,2,■,■,nan,nan,nan,10,3,3,30.0,0.0,1.50,1,0,1,0.0,0,-,7,1,0,5,29.3,6,1,0,16.7,4
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,18,,山田要平,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,9,2,1,4,31.1,0,0,0,-,3
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,19,L,迫谷竜児,1,nan,●,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,0,50.0,0
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,21,,高橋和人,3,■,■,■,nan,nan,14,2,3,14.3,-7.1,0.67,4,1,3,25.0,1,0.33,9,0,3,3,8.3,38,17,0,44.7,3
2011-12-24,12,大分三好ヴァイセアドラー,堺ブレイザーズ,22,,井口拓也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2011-12-24,12,堺ブレイザーズ,大分三好ヴァイセアドラー,1,,松本慶彦,3,■,■,■,nan,nan,7,4,0,57.1,57.1,1.33,0,0,0,-,4,1.33,8,0,0,4,12.5,0,0,0,-,8
2011-12-24,12,堺ブレイザーズ,大分三好ヴァイセアドラー,2,L,井上裕介,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,1,0,14.3,0
2011-12-24,12,堺ブレイザーズ,大分三好ヴァイセアドラー,3,,石島雄介,3,■,■,■,nan,nan,9,3,1,33.3,22.2,1.00,2,1,0,50.0,1,0.33,15,3,3,3,22.3,9,5,0,55.6,7
