名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
山岡祐也,FC東京,10,81,15,7,0,46.7,46.7,0,0,0,12,241,0,4,64,4,0,0,,0.1,0.1,6.2,0.0
山本拓矢,パナソニックパンサーズ,7,13,0,0,0,,,0,0,0,0,0,0,0,0,23,14,0,,0.0,0.0,,60.9
山本洋平,FC東京,23,34,0,0,0,,,0,0,0,0,0,0,0,0,143,91,0,,0.0,0.0,,63.6
山本隆弘,パナソニックパンサーズ,5,69,125,45,15,36.0,24.0,36,13,6,3,105,7,20,33,0,0,0,36.1,0.7,0.0,9.8,
山本雄史,FC東京,18,84,179,80,6,44.7,41.3,1,1,0,39,307,1,20,67,18,9,0,100.0,1.0,0.5,4.2,50.0
山村宏太,サントリーサンバーズ,1,76,197,99,11,50.3,44.7,1,1,0,55,265,5,23,73,5,3,0,100.0,1.3,0.7,6.6,60.0
山添信也,パナソニックパンサーズ,3,28,58,27,4,46.6,39.7,0,0,0,7,87,2,8,21,2,2,0,,1.0,0.2,6.0,100.0
山田要平,大分三好ヴァイセアドラー,18,81,46,15,4,32.6,23.9,3,0,2,12,245,5,30,73,2,0,0,0.0,0.2,0.1,6.4,0.0
岡本祥吾,サントリーサンバーズ,6,78,9,4,0,44.4,44.4,1,0,0,15,239,2,18,57,8,0,0,0.0,0.1,0.2,4.9,0.0
岡本秀明,豊田合成トレフェルサ,13,35,37,15,5,40.5,27.0,10,2,1,1,48,4,11,18,126,78,0,20.0,0.4,0.0,12.0,61.9
川村慎二,パナソニックパンサーズ,8,51,91,31,11,34.1,22.0,13,2,3,3,82,3,10,29,179,117,0,15.4,0.6,0.1,9.5,65.4
巴特,FC東京,4,7,10,4,0,40.0,40.0,0,0,0,2,8,0,2,2,2,1,0,,0.6,0.3,0.0,50.0
幡司一貴,豊田合成トレフェルサ,14,80,159,83,10,52.2,45.9,1,0,0,74,228,1,17,53,20,16,0,0.0,1.0,0.9,4.4,80.0
徳丸善基,大分三好ヴァイセアドラー,2,67,120,57,7,47.5,41.7,0,0,0,20,169,2,13,38,11,8,0,,0.9,0.3,4.9,72.7
徳元幸人,JTサンダーズ,6,10,0,0,0,,,0,0,0,0,5,0,2,1,10,4,0,,0.0,0.0,-5.0,40.0
手塚大,FC東京,30,83,542,243,51,44.8,35.4,128,60,17,37,269,32,79,89,63,32,0,46.9,2.9,0.4,12.8,50.8
木場田和希,堺ブレイザーズ,15,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
木村泰輔,FC東京,26,10,1,0,1,0.0,-100.0,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
松崎廣光,サントリーサンバーズ,21,15,32,8,4,25.0,12.5,2,1,0,0,25,0,3,10,62,44,0,50.0,0.5,0.0,7.0,71.0
松本慶彦,堺ブレイザーズ,1,71,214,127,7,59.3,56.1,2,0,1,41,237,2,5,65,12,7,0,0.0,1.8,0.6,7.2,58.3
枩田優介,パナソニックパンサーズ,13,77,170,81,7,47.6,43.5,0,0,0,44,222,6,14,58,4,1,0,,1.1,0.6,7.7,25.0
柴小屋康行,サントリーサンバーズ,5,52,320,146,32,45.6,35.6,73,40,10,13,116,4,23,25,134,62,0,54.8,2.8,0.2,3.9,46.3
栗山雅史,サントリーサンバーズ,19,30,84,33,5,39.3,33.3,29,9,4,2,27,0,5,10,19,9,0,31.0,1.1,0.1,4.6,47.4
森佑之,豊田合成トレフェルサ,11,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田亜貴斗,パナソニックパンサーズ,12,12,15,7,1,46.7,40.0,0,0,0,3,25,0,6,6,0,0,0,,0.6,0.2,0.0,
横田一義,堺ブレイザーズ,12,76,209,100,17,47.8,39.7,2,1,0,41,237,3,12,86,21,13,0,50.0,1.3,0.5,9.1,61.9
橋場正裕,FC東京,17,28,50,20,6,40.0,28.0,13,4,1,1,21,0,3,6,68,44,0,30.8,0.7,0.0,3.6,64.7
橘裕也,大分三好ヴァイセアドラー,14,38,0,0,0,,,0,0,0,0,0,0,0,0,205,120,0,,0.0,0.0,,58.5
武市康,サントリーサンバーズ,18,32,2,1,0,50.0,50.0,0,0,0,1,7,0,2,2,0,0,0,,0.0,0.0,0.0,
永野健,パナソニックパンサーズ,17,88,0,0,0,,,0,0,0,0,0,0,0,0,358,264,0,,0.0,0.0,,73.7
津曲勝利,サントリーサンバーズ,11,26,0,0,0,,,0,0,0,0,0,0,0,0,129,86,0,,0.0,0.0,,66.7
浜崎勇矢,大分三好ヴァイセアドラー,5,17,5,4,0,80.0,80.0,0,0,0,0,23,0,5,2,0,0,0,,0.2,0.0,-3.3,
深津旭弘,JTサンダーズ,17,26,2,0,0,0.0,0.0,0,0,0,8,62,3,11,20,1,0,0,,0.0,0.3,8.5,0.0
深津貴之,豊田合成トレフェルサ,2,41,0,0,0,,,0,0,0,0,58,3,16,13,0,0,0,,0.0,0.0,3.9,
清水邦広,パナソニックパンサーズ,1,75,615,317,57,51.5,42.3,253,131,23,30,297,11,52,106,2,1,0,51.8,4.2,0.4,8.2,50.0
渡辺俊介,東レアローズ,6,17,0,0,0,,,0,0,0,0,20,0,9,4,1,1,0,,0.0,0.0,-6.2,100.0
瀬戸口竜矢,東レアローズ,8,9,35,14,4,40.0,28.6,2,1,1,2,30,0,2,15,44,26,0,50.0,1.6,0.2,10.8,59.1
牟田真司,サントリーサンバーズ,17,4,17,5,2,29.4,17.6,1,0,1,0,9,1,4,2,10,2,0,0.0,1.2,0.0,5.6,20.0
王金剛,東レアローズ,11,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
田村裕之,JTサンダーズ,14,13,24,7,4,29.2,12.5,0,0,0,3,33,0,1,11,1,1,0,,0.5,0.2,7.6,100.0
田辺修,東レアローズ,2,67,0,0,0,,,0,0,0,0,0,0,0,0,408,294,0,,0.0,0.0,,72.1
甲斐祐之,JTサンダーズ,9,15,51,25,2,49.0,45.1,1,0,1,6,23,0,6,11,24,13,0,0.0,1.7,0.4,5.4,54.2
町野仁志,JTサンダーズ,2,81,146,72,9,49.3,43.2,1,0,0,49,261,2,5,40,19,12,0,0.0,0.9,0.6,4.1,63.2
白岩直也,豊田合成トレフェルサ,9,14,70,26,5,37.1,30.0,2,0,1,1,27,2,4,5,99,66,0,0.0,1.9,0.1,8.3,66.7
白澤健児,パナソニックパンサーズ,6,84,250,138,11,55.2,50.8,0,0,0,66,238,1,18,64,11,8,0,,1.6,0.8,5.3,72.7
盛重龍,豊田合成トレフェルサ,1,71,288,127,24,44.1,35.8,26,9,4,23,244,5,34,65,608,404,0,34.6,1.8,0.3,5.2,66.4
相澤寿,東レアローズ,7,55,111,50,1,45.0,44.1,0,0,0,39,132,0,7,29,4,2,0,,0.9,0.7,4.2,50.0
石島雄介,堺ブレイザーズ,3,74,505,225,34,44.6,37.8,100,50,6,37,299,21,50,99,353,212,0,50.0,3.0,0.5,11.1,60.1
石橋健,JTサンダーズ,18,82,203,95,13,46.8,40.4,1,0,0,28,270,1,8,58,9,4,0,0.0,1.2,0.3,5.0,44.4
神田聖馬,JTサンダーズ,5,58,100,44,9,44.0,35.0,32,12,6,3,90,2,26,31,0,0,0,37.5,0.8,0.1,3.6,
福島政則,豊田合成トレフェルサ,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福澤達哉,パナソニックパンサーズ,15,74,545,295,31,54.1,48.4,125,79,11,36,253,15,40,86,489,315,0,63.2,4.0,0.5,10.5,64.4
福田誉,FC東京,3,62,0,0,0,,,0,0,0,0,0,0,0,0,342,199,0,,0.0,0.0,,58.2
筧本翔昂,JTサンダーズ,20,3,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
篠田歩,東レアローズ,17,48,57,27,6,47.4,36.8,0,0,0,18,187,3,15,42,4,2,0,,0.6,0.4,5.2,50.0
米山裕太,東レアローズ,5,65,458,230,17,50.2,46.5,81,45,4,24,232,6,20,72,466,298,0,55.6,3.5,0.4,8.2,63.9
米山達也,サントリーサンバーズ,20,76,491,215,38,43.8,36.0,103,43,15,16,274,16,34,108,420,257,0,41.7,2.8,0.2,12.6,61.2
細川優樹,大分三好ヴァイセアドラー,7,67,376,161,21,42.8,37.2,33,18,2,12,219,9,50,64,195,72,0,54.5,2.4,0.2,5.7,36.9
興梠龍司,大分三好ヴァイセアドラー,12,9,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,,0.0,0.0,,25.0
舩越満,大分三好ヴァイセアドラー,11,38,0,0,0,,,0,0,0,0,47,0,11,12,0,0,0,,0.0,0.0,0.5,
菅直哉,JTサンダーズ,15,73,11,4,2,36.4,18.2,0,0,0,28,208,0,1,43,1,0,0,,0.1,0.4,5.0,0.0
衛藤英興,FC東京,15,12,12,7,1,58.3,50.0,0,0,0,2,24,0,2,4,1,0,0,,0.6,0.2,2.1,0.0
西尾太作,堺ブレイザーズ,16,30,198,75,15,37.9,30.3,70,25,8,6,67,3,8,12,6,1,0,35.7,2.5,0.2,6.0,16.7
角田辰徳,東レアローズ,16,20,145,62,8,42.8,37.2,30,17,3,8,54,2,6,17,63,37,0,56.7,3.1,0.4,8.8,58.7
谷村孝,パナソニックパンサーズ,18,29,47,16,4,34.0,25.5,2,0,0,1,55,2,8,14,133,86,0,0.0,0.6,0.0,6.4,64.7
越谷章,東レアローズ,10,44,231,108,18,46.8,39.0,19,11,2,7,162,9,22,66,194,136,0,57.9,2.5,0.2,12.3,70.1
近藤茂,東レアローズ,4,51,10,5,1,50.0,40.0,0,0,0,16,181,4,5,57,4,0,0,,0.1,0.3,9.4,0.0
近裕崇,豊田合成トレフェルサ,6,80,215,104,13,48.4,42.3,0,0,0,47,307,12,34,94,19,12,0,,1.3,0.6,8.8,63.2
迫谷竜児,大分三好ヴァイセアドラー,19,48,0,0,0,,,0,0,0,0,0,0,0,0,281,195,0,,0.0,0.0,,69.4
酒井大祐,JTサンダーズ,3,84,0,0,0,,,0,0,0,0,0,0,0,0,368,255,0,,0.0,0.0,,69.3
重村健太,豊田合成トレフェルサ,3,46,7,2,0,28.6,28.6,0,0,0,12,88,1,3,22,1,0,0,,0.0,0.3,6.5,0.0
金井修也,堺ブレイザーズ,8,27,5,2,1,40.0,20.0,0,0,0,1,54,0,6,11,0,0,0,,0.1,0.0,2.3,
金子隆行,サントリーサンバーズ,8,66,234,86,17,36.8,29.5,20,5,3,22,172,5,21,40,396,269,0,25.0,1.3,0.3,5.7,67.9
鈴木寛史,サントリーサンバーズ,2,62,129,59,8,45.7,39.5,0,0,0,35,137,1,12,32,5,4,0,,1.0,0.6,4.4,80.0
鈴木悠二,東レアローズ,18,56,29,16,1,55.2,51.7,3,2,0,5,81,5,20,27,4,3,0,66.7,0.3,0.1,8.3,75.0
長山拓未,豊田合成トレフェルサ,15,6,6,4,0,66.7,66.7,0,0,0,0,13,0,1,5,0,0,0,,0.7,0.0,7.7,
長江晃生,大分三好ヴァイセアドラー,17,59,105,41,11,39.0,28.6,7,3,3,6,118,5,16,41,73,37,0,42.9,0.7,0.1,9.5,50.7
阿部篤史,FC東京,12,10,50,20,5,40.0,30.0,14,7,1,1,11,0,2,4,3,2,0,50.0,2.0,0.1,4.5,66.7
阿部裕太,東レアローズ,9,36,14,6,1,42.9,35.7,1,0,0,10,100,2,8,24,2,0,0,0.0,0.2,0.3,6.0,0.0
阿部領太,大分三好ヴァイセアドラー,3,7,2,0,1,0.0,-50.0,1,0,1,0,3,0,0,1,0,0,0,0.0,0.0,0.0,8.3,
高志保匡,FC東京,19,7,0,0,0,,,0,0,0,0,0,0,0,0,14,6,0,,0.0,0.0,,42.9
高松卓矢,豊田合成トレフェルサ,12,68,518,222,45,42.9,34.2,120,62,13,9,234,11,47,89,317,145,0,51.7,3.3,0.1,9.2,45.7
高橋和人,大分三好ヴァイセアドラー,21,81,463,191,52,41.3,30.0,52,15,20,17,289,26,63,104,791,537,0,28.8,2.4,0.2,12.5,67.9
高橋貴広,大分三好ヴァイセアドラー,20,4,0,0,0,,,0,0,0,1,1,0,1,0,0,0,0,,0.0,0.2,-25.0,
高橋賢,サントリーサンバーズ,13,45,0,0,0,,,0,0,0,0,0,0,0,0,253,169,0,,0.0,0.0,,66.8
高橋駿,FC東京,16,4,1,0,0,0.0,0.0,0,0,0,1,7,1,1,0,0,0,0,,0.0,0.2,10.7,
