名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アンドレナシメント,サントリーサンバーズ,9,78,760,344,34,45.3,40.8,358,165,16,26,345,34,73,128,3,1,0,46.1,4.4,0.3,13.8,33.3
エンダキエムブレイ,堺ブレイザーズ,7,59,616,265,80,43.0,30.0,216,93,37,42,217,10,59,82,1,0,0,43.1,4.5,0.7,7.3,0.0
オンテレジェームス,大分三好ヴァイセアドラー,10,82,992,454,77,45.8,38.0,418,188,46,33,318,31,71,88,1,0,0,45.0,5.5,0.4,11.1,0.0
グラディナロフミロスラフ,FC東京,11,84,721,337,43,46.7,40.8,171,87,17,39,354,35,72,107,622,370,0,50.9,4.0,0.5,12.4,59.5
ゴメスエルナルド,JTサンダーズ,11,79,914,413,60,45.2,38.6,416,180,31,20,332,22,59,151,2,0,0,43.3,5.2,0.3,13.6,0.0
チアーゴアウヴェス,パナソニックパンサーズ,11,83,518,234,53,45.2,34.9,97,51,18,35,317,24,75,128,403,237,0,52.6,2.8,0.4,11.8,58.8
ボヨビッチデヤン,東レアローズ,12,76,748,377,48,50.4,44.0,265,139,30,33,343,26,77,98,0,0,0,52.5,5.0,0.4,9.1,
レオナルドメロ,豊田合成トレフェルサ,8,81,905,432,65,47.7,40.6,403,192,38,42,352,17,59,155,1,0,0,47.6,5.3,0.5,11.6,0.0
三上圭治郎,FC東京,27,42,32,9,5,28.1,12.5,7,2,3,2,27,3,11,5,72,50,0,28.6,0.2,0.0,5.6,69.4
上場雄也,FC東京,5,49,162,72,15,44.4,35.2,65,27,11,6,64,2,8,29,1,0,0,41.5,1.5,0.1,11.3,0.0
中島悠樹,大分三好ヴァイセアドラー,13,70,115,48,14,41.7,29.6,0,0,0,42,137,1,8,23,22,19,0,,0.7,0.6,3.5,86.4
中村紘二,大分三好ヴァイセアドラー,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
二木健太,サントリーサンバーズ,14,18,12,3,0,25.0,25.0,0,0,0,3,21,1,4,2,1,1,0,,0.2,0.2,2.4,100.0
五十嵐元,大分三好ヴァイセアドラー,9,27,1,0,0,0.0,0.0,0,0,0,0,6,0,1,1,31,16,0,,0.0,0.0,0.0,51.6
井上俊輔,JTサンダーズ,19,4,0,0,0,,,0,0,0,0,4,0,2,0,0,0,0,,0.0,0.0,-12.5,
井上崇昭,豊田合成トレフェルサ,10,39,157,61,19,38.9,26.8,28,13,5,9,69,6,21,25,96,43,0,46.4,1.6,0.2,10.1,44.8
井上裕介,堺ブレイザーズ,2,74,0,0,0,,,0,0,0,0,0,0,0,0,330,204,0,,0.0,0.0,,61.8
井口拓也,大分三好ヴァイセアドラー,22,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
今村駿,堺ブレイザーズ,19,68,5,3,0,60.0,60.0,0,0,0,17,230,4,16,77,3,0,0,,0.0,0.2,8.4,0.0
今田祐介,東レアローズ,14,27,120,47,12,39.2,29.2,22,5,6,5,79,3,11,22,53,24,0,22.7,1.7,0.2,7.3,45.3
伊東勇樹,パナソニックパンサーズ,4,41,27,7,2,25.9,18.5,9,2,2,1,44,1,20,8,6,1,0,22.2,0.2,0.0,-4.5,16.7
佐別當賢治,サントリーサンバーズ,15,22,0,0,0,,,0,0,0,0,0,0,0,0,91,56,0,,0.0,0.0,,61.5
佐藤和哉,豊田合成トレフェルサ,17,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
八子大輔,JTサンダーズ,7,56,340,135,31,39.7,30.6,48,21,9,15,177,10,38,54,440,248,0,43.8,2.4,0.3,7.9,56.4
内山正平,豊田合成トレフェルサ,4,63,13,6,1,46.2,38.5,1,0,0,13,186,0,4,38,1,0,0,0.0,0.1,0.2,4.6,0.0
内藤和也,堺ブレイザーズ,5,61,10,6,0,60.0,60.0,0,0,0,4,104,5,12,46,1,1,0,,0.1,0.1,13.0,100.0
前田和樹,FC東京,28,77,498,197,38,39.6,31.9,124,48,12,35,260,15,53,89,239,148,0,38.7,2.6,0.5,9.2,61.9
前田徹也,大分三好ヴァイセアドラー,6,5,3,1,1,33.3,0.0,1,0,1,0,5,0,4,1,0,0,0,0.0,0.2,0.0,-15.0,
加藤伊織,豊田合成トレフェルサ,16,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
加賀龍哉,FC東京,14,75,161,63,14,39.1,30.4,2,1,0,41,249,3,15,68,9,7,0,50.0,0.8,0.5,6.5,77.8
勝野裕士,東レアローズ,15,15,0,0,0,,,0,0,0,0,0,0,0,0,65,41,0,,0.0,0.0,,63.1
北島武,堺ブレイザーズ,4,57,334,149,24,44.6,37.4,44,20,3,18,212,3,42,57,415,247,0,45.5,2.6,0.3,3.2,59.5
千々木駿介,堺ブレイザーズ,10,45,58,15,4,25.9,19.0,8,2,1,4,24,2,6,8,33,16,0,25.0,0.3,0.1,10.4,48.5
古田史郎,東レアローズ,3,7,11,3,0,27.3,27.3,0,0,0,0,24,0,6,7,0,0,0,,0.4,0.0,1.0,
古賀幸一郎,豊田合成トレフェルサ,7,81,0,0,0,,,0,0,0,0,0,0,0,0,300,218,0,,0.0,0.0,,72.7
名田篤史,堺ブレイザーズ,9,25,126,45,9,35.7,28.6,11,3,1,10,83,2,8,24,191,115,0,27.3,1.8,0.4,7.2,60.2
國近公太,JTサンダーズ,13,58,137,49,9,35.8,29.2,8,1,2,9,101,2,12,23,304,210,0,12.5,0.8,0.2,4.7,69.1
土屋雄太,FC東京,13,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,,0.0,0.0,-6.2,
坂本雄一郎,サントリーサンバーズ,3,29,7,2,0,28.6,28.6,0,0,0,2,19,0,3,6,2,1,0,,0.1,0.1,3.9,50.0
坂梨朋彦,堺ブレイザーズ,14,43,0,0,0,,,0,0,0,0,0,0,0,0,85,53,0,,0.0,0.0,,62.4
塚崎祐平,JTサンダーズ,16,69,486,218,36,44.9,37.4,77,40,11,16,209,8,44,46,208,100,0,51.9,3.2,0.2,4.1,48.1
塩田達也,サントリーサンバーズ,12,52,84,37,4,44.0,39.3,0,0,0,12,135,10,28,49,6,4,0,,0.7,0.2,11.3,66.7
大上正裕,JTサンダーズ,21,4,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
大木貴之,東レアローズ,20,13,68,30,5,44.1,36.8,6,5,0,2,28,0,5,8,51,34,0,83.3,2.3,0.2,2.7,66.7
大竹貴久,パナソニックパンサーズ,16,46,7,2,0,28.6,28.6,1,0,0,8,126,0,7,27,3,0,0,0.0,0.0,0.2,4.0,0.0
大道大輔,堺ブレイザーズ,18,8,13,9,0,69.2,69.2,0,0,0,3,11,0,0,1,1,0,0,,1.1,0.4,2.3,0.0
宇佐美大輔,パナソニックパンサーズ,2,60,29,13,1,44.8,41.4,0,0,0,13,185,9,35,60,3,0,0,,0.2,0.2,8.2,0.0
安田将利,大分三好ヴァイセアドラー,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
富松崇彰,東レアローズ,1,52,117,64,11,54.7,45.3,0,0,0,58,143,2,13,20,3,2,0,,1.2,1.1,2.6,66.7
小川旭,JTサンダーズ,4,42,126,46,6,36.5,31.7,6,1,4,19,102,9,21,22,225,136,0,16.7,1.1,0.5,9.1,60.4
小川貴史,大分三好ヴァイセアドラー,1,62,110,52,2,47.3,45.5,0,0,0,25,130,1,10,19,6,4,0,,0.8,0.4,2.5,66.7
小野澤裕太,FC東京,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内隆宏,FC東京,6,22,3,1,0,33.3,33.3,0,0,0,2,29,0,1,8,1,0,0,,0.0,0.1,6.0,0.0
