大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,GSS東京サンビームズ,21,75,345,122,18,35.4,0,0,0,-,1.63,27,0.36,211,0,4,16,34,4.0,15,6,2,46.7,122,27,4,153
レギュラーラウンド,GSS東京サンビームズ,21,75,345,122,18,35.4,0,0,0,-,1.63,27,0.36,211,0,4,16,34,4.0,15,6,2,46.7,122,27,4,153
V.LEAGUE DIVISION2 WOMEN 2018-19,GSS東京サンビームズ,23,44,218,68,16,31.2,0,0,0,-,1.55,8,0.18,114,2,5,7,44,14.3,3,1,1,50.0,68,8,7,83
レギュラーラウンド,GSS東京サンビームズ,18,29,129,37,7,28.7,0,0,0,-,1.28,4,0.14,69,1,3,6,24,12.3,2,0,1,25.0,37,4,4,45
ファイナル６,GSS東京サンビームズ,5,15,89,31,9,34.8,0,0,0,-,2.07,4,0.27,45,1,2,1,20,17.2,1,1,0,100.0,31,4,3,38
Ｖ・チャレンジリーグⅡ女子 2017/18,GSS東京サンビームズ,7,16,48,17,2,35.4,1,0,0,0.0,1.06,1,0.06,27,0,0,4,10,5.6,0,0,0,-,17,1,0,18
レギュラーラウンド,GSS東京サンビームズ,7,16,48,17,2,35.4,1,0,0,0.0,1.06,1,0.06,27,0,0,4,10,5.6,0,0,0,-,17,1,0,18
レギュラーシーズン通算,,46,120,522,176,27,33.7,1,0,0,0.0,1.47,32,0.27,307,1,7,26,68,6.0,17,6,3,44.1,176,32,8,216
通算,,51,135,611,207,36,33.9,1,0,0,0.0,1.53,36,0.27,352,2,9,27,88,7.5,18,7,3,47.2,207,36,11,254
