大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,GSS東京サンビームズ,21,73,549,170,43,31.0,7,3,0,42.9,2.33,15,0.21,239,2,7,12,61,8.9,266,113,46,51.1,170,15,9,194
レギュラーラウンド,GSS東京サンビームズ,21,73,549,170,43,31.0,7,3,0,42.9,2.33,15,0.21,239,2,7,12,61,8.9,266,113,46,51.1,170,15,9,194
V.LEAGUE DIVISION2 WOMEN 2018-19,GSS東京サンビームズ,23,59,437,157,39,35.9,28,7,6,25.0,2.66,5,0.08,58,0,2,3,10,6.5,5,1,0,20.0,157,5,2,164
レギュラーラウンド,GSS東京サンビームズ,18,44,245,85,23,34.7,7,2,1,28.6,1.93,5,0.11,25,0,1,3,3,4.0,2,0,0,0.0,85,5,1,91
ファイナル６,GSS東京サンビームズ,5,15,192,72,16,37.5,21,5,5,23.8,4.8,0,-,33,0,1,0,7,8.3,3,1,0,33.3,72,0,1,73
Ｖ・チャレンジリーグⅡ女子 2017/18,GSS東京サンビームズ,13,47,419,129,34,30.8,24,4,3,16.7,2.74,5,0.11,149,1,10,9,62,16.3,96,24,24,37.5,129,5,11,145
レギュラーラウンド,GSS東京サンビームズ,13,47,419,129,34,30.8,24,4,3,16.7,2.74,5,0.11,149,1,10,9,62,16.3,96,24,24,37.5,129,5,11,145
Ｖ・チャレンジリーグⅡ女子 2016/17,GSS東京サンビームズ,10,34,406,143,30,35.2,26,5,4,19.2,4.21,6,0.18,110,1,6,11,36,13.5,195,93,0,47.7,143,6,7,156
レギュラーラウンド,GSS東京サンビームズ,10,34,406,143,30,35.2,26,5,4,19.2,4.21,6,0.18,110,1,6,11,36,13.5,195,93,0,47.7,143,6,7,156
レギュラーシーズン通算,,62,198,1619,527,130,32.6,64,14,8,21.9,2.66,31,0.16,523,4,24,35,162,11.4,559,230,70,47.4,527,31,28,586
通算,,67,213,1811,599,146,33.1,85,19,13,22.4,2.81,31,0.15,556,4,25,35,169,11.2,562,231,70,47.3,599,31,29,659
