大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,40,66,590,202,30,34.2,11,1,0,9.1,3.06,33,0.50,217,2,7,8,75,11.9,4,2,1,62.5,202,33,9,244
レギュラーラウンド,群馬銀行グリーンウイングス,20,66,590,202,30,34.2,11,1,0,9.1,3.06,33,0.50,217,2,7,8,75,11.9,4,2,1,62.5,202,33,9,244
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,2,3,22,6,3,27.3,0,0,0,-,2.0,0,-,2,0,0,0,0,0.0,0,0,0,-,6,0,0,6
チャレンジマッチ,群馬銀行グリーンウイングス,2,3,22,6,3,27.3,0,0,0,-,2.0,0,-,2,0,0,0,0,0.0,0,0,0,-,6,0,0,6
V.LEAGUE DIVISION2 WOMEN 2018-19,群馬銀行グリーンウイングス,23,75,633,226,42,35.7,1,0,0,0.0,3.01,20,0.27,228,3,11,6,69,13.0,149,35,40,36.9,226,20,14,260
レギュラーラウンド,群馬銀行グリーンウイングス,18,59,466,165,32,35.4,1,0,0,0.0,2.8,15,0.25,181,3,8,4,54,13.0,144,32,39,35.8,165,15,11,191
ファイナル６,群馬銀行グリーンウイングス,5,16,167,61,10,36.5,0,0,0,-,3.81,5,0.31,47,0,3,2,15,13.3,5,3,1,70.0,61,5,3,69
Ｖ・チャレンジリーグⅡ女子 2017/18,群馬銀行グリーンウイングス,15,12,43,19,2,44.2,0,0,0,-,1.58,3,0.25,9,0,0,0,4,11.1,0,0,0,-,19,3,0,22
レギュラーラウンド,群馬銀行グリーンウイングス,15,12,43,19,2,44.2,0,0,0,-,1.58,3,0.25,9,0,0,0,4,11.1,0,0,0,-,19,3,0,22
レギュラーシーズン通算,,53,137,1099,386,64,35.1,12,1,0,8.3,2.82,51,0.37,407,5,15,12,133,12.3,148,34,40,36.5,386,51,20,457
通算,,80,156,1288,453,77,35.2,12,1,0,8.3,2.9,56,0.36,456,5,18,14,148,12.4,153,37,41,37.6,453,56,23,532
